order_id,customer_id,order_date,order_status,shipping_city,shipping_state,total_amount
132732,36057,2024-06-10,Delivered,Kolkata,Assam,3575.31
132733,48009,2025-08-20,Delivered,Jaipur,Karnataka,11598.57
132734,28234,2024-09-17,Delivered,Bengaluru,Delhi,4193.83
132735,25258,2025-06-16,Processing,Chennai,Assam,22234.29
132736,20202,2025-09-13,Delivered,Mumbai,Manipur,5581.57
132737,29,2025-09-29,Delivered,Mumbai,West Bengal,4023.29
132738,6460,2025-12-07,Delivered,Guwahati,Delhi,4382.05
132739,27090,2024-10-06,Delivered,Pune,Karnataka,1619.13
132740,40630,2024-10-28,Delivered,Bengaluru,Karnataka,4679.14
132741,11397,2024-01-16,Delivered,Kolkata,Assam,12983.12
132742,3724,2024-03-13,Cancelled,Pune,Telangana,6046.03
132743,18012,2024-08-17,Delivered,Bengaluru,Karnataka,5467.36
132744,5092,2025-12-03,Processing,Kolkata,Karnataka,24406.15
132745,45535,2024-12-22,Delivered,Kolkata,Assam,18703.87
132746,14939,2025-03-12,Delivered,Jaipur,Assam,15465.85
132747,15499,2025-04-10,Processing,Delhi,Maharashtra,3597.05
132748,20022,2025-10-11,Delivered,Pune,Maharashtra,808.51
132749,12088,2024-01-02,Delivered,Delhi,Maharashtra,19397.34
132750,19961,2025-08-07,Delivered,Imphal,Rajasthan,11451.36
132751,29055,2025-01-10,Delivered,Pune,Rajasthan,2887.11
132752,27462,2024-01-09,Delivered,Pune,Rajasthan,5613.62
132753,8412,2024-04-29,Delivered,Mumbai,Tamil Nadu,8378.08
132754,33921,2025-02-18,Delivered,Chennai,Tamil Nadu,1179.66
132755,48551,2025-11-19,Delivered,Guwahati,Karnataka,5589.05
132756,18568,2025-04-09,Delivered,Delhi,Manipur,6586.41
132757,9963,2024-10-08,Delivered,Guwahati,Karnataka,865.86
132758,26345,2025-05-30,Delivered,Mumbai,Tamil Nadu,2505.41
132759,41818,2024-07-11,Delivered,Jaipur,Maharashtra,8653.56
132760,23051,2025-03-23,Shipped,Pune,Tamil Nadu,12809.83
132761,49076,2024-01-26,Delivered,Kolkata,Rajasthan,50.56
132762,6017,2025-07-26,Delivered,Delhi,Rajasthan,2247.55
132763,15461,2024-12-17,Delivered,Kolkata,Maharashtra,8256.0
132764,49000,2025-06-08,Processing,Hyderabad,Maharashtra,909.63
132765,41283,2024-07-31,Delivered,Delhi,Assam,13329.06
132766,7077,2024-10-03,Processing,Mumbai,West Bengal,9043.08
132767,39870,2025-04-08,Processing,Pune,Tamil Nadu,1858.6
132768,31891,2024-05-27,Delivered,Imphal,Tamil Nadu,3189.93
132769,17610,2025-12-10,Shipped,Guwahati,Maharashtra,1218.44
132770,26487,2025-07-26,Cancelled,Bengaluru,Manipur,7053.67
132771,24826,2025-11-28,Processing,Kolkata,Assam,5674.33
132772,33555,2024-07-14,Delivered,Bengaluru,Maharashtra,10768.1
132773,26707,2025-10-05,Delivered,Mumbai,Tamil Nadu,15365.97
132774,22609,2025-10-30,Delivered,Mumbai,Delhi,3503.83
132775,39403,2025-02-24,Delivered,Jaipur,West Bengal,15085.85
132776,20821,2024-08-22,Delivered,Kolkata,West Bengal,3252.81
132777,35762,2024-07-04,Delivered,Bengaluru,Assam,7374.23
132778,44965,2024-08-15,Cancelled,Pune,Manipur,14681.34
132779,6979,2025-11-30,Shipped,Chennai,Telangana,1014.34
132780,44572,2025-02-23,Delivered,Chennai,Telangana,10190.93
132781,10064,2024-08-12,Shipped,Bengaluru,Maharashtra,7286.05
132782,11400,2025-02-13,Delivered,Hyderabad,Rajasthan,14906.04
132783,43006,2025-02-22,Delivered,Hyderabad,Delhi,7253.83
132784,4380,2024-01-07,Delivered,Hyderabad,Rajasthan,9171.93
132785,35832,2025-08-11,Delivered,Kolkata,Assam,8823.62
132786,28248,2025-07-04,Delivered,Jaipur,Delhi,8133.93
132787,14546,2025-01-28,Delivered,Delhi,Telangana,7025.64
132788,25247,2024-06-03,Delivered,Pune,Delhi,19241.21
132789,44001,2025-04-16,Processing,Bengaluru,Tamil Nadu,8595.47
132790,13405,2025-12-17,Delivered,Hyderabad,Telangana,5245.57
132791,3104,2024-07-15,Delivered,Bengaluru,Karnataka,20109.93
132792,9005,2024-02-23,Delivered,Mumbai,Telangana,1062.17
132793,30250,2025-11-18,Delivered,Chennai,Manipur,2953.12
132794,22025,2025-07-11,Delivered,Chennai,Tamil Nadu,111.98
132795,17350,2025-04-01,Delivered,Imphal,Maharashtra,5419.05
132796,38438,2025-05-05,Cancelled,Imphal,West Bengal,6258.39
132797,2977,2024-11-20,Delivered,Jaipur,West Bengal,864.23
132798,21167,2024-11-22,Shipped,Bengaluru,Rajasthan,7542.05
132799,46871,2025-07-30,Delivered,Bengaluru,Assam,7688.07
132800,7062,2025-12-02,Processing,Chennai,Assam,17196.15
132801,28199,2025-08-08,Processing,Mumbai,West Bengal,1118.7
132802,22199,2025-07-15,Delivered,Chennai,Rajasthan,8217.5
132803,28732,2025-01-25,Delivered,Kolkata,Karnataka,5436.86
132804,4608,2024-07-19,Delivered,Mumbai,Karnataka,17093.13
132805,39326,2025-01-14,Shipped,Pune,Manipur,9410.72
132806,27416,2024-08-10,Delivered,Bengaluru,Maharashtra,12380.52
132807,28145,2024-02-13,Shipped,Guwahati,West Bengal,9596.86
132808,1101,2025-12-27,Delivered,Pune,Manipur,1151.13
132809,35648,2025-08-31,Shipped,Chennai,West Bengal,12446.15
132810,28717,2024-01-13,Delivered,Bengaluru,Rajasthan,13308.65
132811,19033,2025-09-24,Delivered,Mumbai,Assam,7584.21
132812,21051,2025-05-20,Processing,Chennai,Tamil Nadu,8609.78
132813,33146,2024-02-25,Delivered,Mumbai,Manipur,6384.1
132814,4391,2024-11-27,Delivered,Pune,West Bengal,2459.81
132815,4402,2025-03-02,Processing,Chennai,Karnataka,8259.52
132816,1034,2024-03-09,Delivered,Hyderabad,Tamil Nadu,6020.37
132817,11839,2024-01-11,Cancelled,Imphal,West Bengal,8339.55
132818,28887,2024-11-30,Delivered,Jaipur,Maharashtra,2744.75
132819,20940,2025-02-21,Delivered,Pune,Karnataka,17260.19
132820,27030,2025-04-09,Delivered,Kolkata,Tamil Nadu,11203.07
132821,13426,2024-08-08,Delivered,Jaipur,Maharashtra,9749.82
132822,24107,2025-03-15,Delivered,Guwahati,West Bengal,16728.35
132823,15732,2024-06-10,Delivered,Guwahati,Karnataka,16684.69
132824,39580,2025-11-10,Delivered,Chennai,West Bengal,8222.27
132825,38297,2025-02-19,Shipped,Pune,West Bengal,9611.79
132826,30604,2024-07-10,Cancelled,Hyderabad,Assam,1324.88
132827,32922,2025-04-13,Delivered,Jaipur,Maharashtra,7140.95
132828,13675,2025-11-29,Cancelled,Pune,Rajasthan,1670.97
132829,41291,2025-04-21,Delivered,Bengaluru,Assam,12416.73
132830,32656,2025-09-04,Delivered,Jaipur,Manipur,2065.33
132831,38156,2025-12-17,Delivered,Delhi,Manipur,8249.54
132832,46265,2024-06-29,Delivered,Hyderabad,Manipur,6418.44
132833,24548,2025-06-23,Delivered,Chennai,Assam,6142.04
132834,28051,2025-10-05,Delivered,Bengaluru,Karnataka,1805.79
132835,21899,2025-05-30,Delivered,Pune,Manipur,6112.91
132836,8198,2025-05-27,Delivered,Imphal,Telangana,11429.55
132837,49307,2024-04-15,Delivered,Imphal,Manipur,4051.49
132838,44657,2025-01-20,Shipped,Mumbai,Delhi,30056.23
132839,663,2024-08-26,Delivered,Guwahati,Assam,9382.85
132840,4170,2025-03-23,Delivered,Hyderabad,West Bengal,10379.22
132841,18943,2024-03-14,Delivered,Pune,Tamil Nadu,5235.29
132842,32924,2024-04-16,Delivered,Hyderabad,Karnataka,13152.55
132843,6224,2025-12-14,Delivered,Imphal,Assam,2412.94
132844,12916,2025-06-02,Delivered,Jaipur,Tamil Nadu,8533.33
132845,43712,2024-10-10,Delivered,Kolkata,Manipur,427.12
132846,42410,2024-03-03,Delivered,Guwahati,Assam,627.09
132847,34141,2025-01-17,Delivered,Delhi,Karnataka,12453.36
132848,5469,2024-03-13,Delivered,Chennai,Tamil Nadu,11595.29
132849,21605,2024-05-11,Delivered,Kolkata,Maharashtra,7761.56
132850,7695,2024-09-22,Processing,Mumbai,Karnataka,8925.56
132851,39452,2025-04-10,Delivered,Kolkata,West Bengal,4223.69
132852,18688,2025-10-26,Cancelled,Kolkata,Karnataka,10221.39
132853,4271,2025-12-21,Shipped,Hyderabad,Assam,205.59
132854,10956,2025-08-27,Delivered,Delhi,Karnataka,5636.34
132855,49732,2024-06-14,Delivered,Imphal,Maharashtra,14801.07
132856,38490,2024-05-01,Delivered,Chennai,Telangana,2840.83
132857,33836,2025-10-21,Delivered,Imphal,Tamil Nadu,16096.24
132858,6408,2024-04-22,Delivered,Kolkata,Assam,6173.88
132859,5048,2024-11-01,Delivered,Mumbai,Rajasthan,4141.55
132860,13027,2024-02-25,Delivered,Pune,Maharashtra,9177.51
132861,3168,2024-04-14,Delivered,Hyderabad,Telangana,16047.74
132862,27350,2024-05-09,Delivered,Imphal,Manipur,7812.07
132863,17872,2025-04-14,Delivered,Kolkata,Delhi,1247.98
132864,15517,2024-11-06,Cancelled,Bengaluru,Tamil Nadu,12520.47
132865,20377,2025-06-01,Delivered,Mumbai,Rajasthan,6017.79
132866,6565,2025-11-06,Delivered,Pune,Manipur,8749.48
132867,16952,2025-02-15,Delivered,Jaipur,West Bengal,8454.44
132868,39432,2025-05-20,Delivered,Kolkata,West Bengal,9995.96
132869,40926,2025-02-04,Processing,Kolkata,Karnataka,12834.37
132870,37369,2025-05-18,Delivered,Delhi,Tamil Nadu,6607.04
132871,25305,2024-01-06,Delivered,Imphal,Telangana,4875.63
132872,27081,2025-01-06,Shipped,Jaipur,West Bengal,3808.34
132873,40989,2024-01-25,Delivered,Delhi,Rajasthan,5754.82
132874,40037,2024-03-30,Delivered,Mumbai,Assam,5679.57
132875,16448,2025-11-06,Delivered,Guwahati,Tamil Nadu,18724.97
132876,38393,2025-02-19,Delivered,Chennai,Karnataka,12103.38
132877,1161,2025-02-13,Delivered,Imphal,Maharashtra,3183.57
132878,23752,2025-06-20,Delivered,Imphal,Maharashtra,9467.79
132879,33525,2024-01-28,Delivered,Mumbai,Telangana,5036.41
132880,1726,2025-07-19,Delivered,Guwahati,Assam,17065.92
132881,653,2025-09-24,Delivered,Guwahati,West Bengal,2130.72
132882,32488,2024-10-01,Delivered,Pune,Maharashtra,6362.5
132883,47622,2025-08-26,Delivered,Kolkata,Telangana,8179.42
132884,48197,2025-05-17,Delivered,Mumbai,Delhi,4611.21
132885,15834,2024-08-25,Delivered,Imphal,West Bengal,10359.49
132886,25886,2024-11-19,Shipped,Chennai,Rajasthan,6836.96
132887,49765,2024-09-18,Delivered,Bengaluru,Maharashtra,23815.47
132888,30476,2025-01-16,Delivered,Bengaluru,Maharashtra,1173.04
132889,31059,2024-04-06,Delivered,Kolkata,Manipur,3145.97
132890,15266,2024-11-26,Delivered,Imphal,Maharashtra,3879.87
132891,37887,2024-07-18,Delivered,Mumbai,Telangana,502.15
132892,19084,2024-07-13,Delivered,Guwahati,Rajasthan,10399.59
132893,38088,2025-12-31,Delivered,Mumbai,Maharashtra,7182.9
132894,24664,2025-11-14,Cancelled,Jaipur,Manipur,1247.33
132895,17147,2024-10-21,Delivered,Bengaluru,Manipur,19797.48
132896,25655,2024-04-02,Shipped,Imphal,Assam,9662.81
132897,10508,2024-01-03,Delivered,Bengaluru,Delhi,5534.35
132898,6495,2024-11-29,Cancelled,Mumbai,Delhi,12992.7
132899,36782,2025-03-11,Delivered,Pune,Delhi,4255.02
132900,30905,2024-08-16,Delivered,Bengaluru,Maharashtra,9067.92
132901,16071,2025-11-22,Delivered,Chennai,Delhi,3031.58
132902,40746,2025-07-04,Shipped,Hyderabad,Rajasthan,6442.79
132903,28084,2025-02-21,Processing,Guwahati,Karnataka,10209.47
132904,45614,2025-05-14,Delivered,Imphal,Delhi,10032.78
132905,34729,2024-08-17,Delivered,Imphal,Delhi,10534.06
132906,30112,2025-12-17,Cancelled,Jaipur,Maharashtra,3480.76
132907,3131,2024-04-13,Delivered,Bengaluru,Karnataka,7011.98
132908,41131,2025-10-15,Processing,Imphal,Manipur,8738.49
132909,34146,2024-11-01,Delivered,Pune,Assam,20471.51
132910,32967,2025-06-18,Delivered,Jaipur,Manipur,10778.14
132911,28363,2024-06-12,Delivered,Mumbai,Tamil Nadu,8351.24
132912,21051,2025-06-14,Delivered,Jaipur,Tamil Nadu,13515.38
132913,6344,2025-03-24,Delivered,Hyderabad,Tamil Nadu,19671.07
132914,8536,2024-11-09,Delivered,Delhi,Telangana,2735.6
132915,25698,2025-03-22,Delivered,Hyderabad,Delhi,7884.77
132916,14560,2024-01-16,Delivered,Imphal,Tamil Nadu,944.01
132917,24868,2025-04-21,Processing,Mumbai,Delhi,5741.66
132918,32241,2024-08-17,Delivered,Delhi,Tamil Nadu,18021.59
132919,6066,2024-10-10,Delivered,Imphal,Rajasthan,8347.22
132920,13573,2024-07-30,Shipped,Pune,Karnataka,2440.71
132921,24790,2024-06-17,Delivered,Guwahati,Assam,12795.84
132922,28607,2024-12-25,Shipped,Hyderabad,Tamil Nadu,12629.99
132923,12051,2025-04-27,Processing,Hyderabad,Delhi,2160.76
132924,8711,2024-12-29,Delivered,Delhi,Telangana,22734.38
132925,32743,2024-08-20,Delivered,Pune,Telangana,8447.94
132926,10586,2024-02-22,Delivered,Guwahati,Rajasthan,15348.89
132927,24863,2024-03-11,Delivered,Pune,Telangana,22553.53
132928,49858,2025-02-23,Delivered,Hyderabad,Assam,3618.47
132929,46936,2024-04-25,Delivered,Pune,Karnataka,9166.7
132930,47548,2025-12-08,Processing,Pune,Delhi,13049.75
132931,18259,2025-02-23,Shipped,Kolkata,Telangana,17760.39
132932,14433,2024-12-03,Cancelled,Mumbai,Karnataka,9577.55
132933,15456,2024-08-17,Delivered,Mumbai,Karnataka,11907.31
132934,1376,2024-07-17,Delivered,Mumbai,Karnataka,4123.69
132935,43933,2025-03-11,Delivered,Delhi,Manipur,15539.33
132936,10188,2025-11-30,Delivered,Jaipur,Manipur,15448.65
132937,3884,2024-05-31,Delivered,Hyderabad,Maharashtra,14096.6
132938,35376,2025-03-20,Delivered,Delhi,Rajasthan,18426.84
132939,11645,2025-01-12,Delivered,Kolkata,Assam,7741.53
132940,46492,2024-07-24,Processing,Guwahati,Rajasthan,6934.94
132941,25183,2024-10-30,Shipped,Jaipur,West Bengal,382.42
132942,25512,2024-12-25,Delivered,Chennai,Rajasthan,10401.27
132943,24740,2024-01-17,Delivered,Guwahati,Delhi,7015.77
132944,10441,2024-06-15,Delivered,Mumbai,Telangana,11034.46
132945,23319,2024-09-07,Delivered,Kolkata,Assam,3343.82
132946,35425,2024-12-12,Delivered,Imphal,Delhi,2736.31
132947,19117,2025-02-24,Delivered,Bengaluru,Maharashtra,5961.13
132948,44417,2025-10-11,Delivered,Hyderabad,Tamil Nadu,7026.49
132949,38994,2025-07-25,Delivered,Bengaluru,Maharashtra,2124.78
132950,22057,2025-09-16,Delivered,Hyderabad,Tamil Nadu,645.94
132951,20181,2024-05-23,Delivered,Delhi,Tamil Nadu,7685.15
132952,32756,2025-05-03,Delivered,Kolkata,West Bengal,12554.55
132953,36930,2024-03-21,Delivered,Pune,Assam,9930.08
132954,3202,2025-03-06,Delivered,Pune,Delhi,5157.65
132955,26933,2025-06-28,Delivered,Delhi,Telangana,10147.27
132956,22813,2025-11-20,Delivered,Imphal,Delhi,7883.22
132957,15483,2025-06-04,Delivered,Mumbai,Delhi,15431.26
132958,33234,2024-08-06,Delivered,Bengaluru,Maharashtra,11363.57
132959,26373,2024-09-17,Delivered,Mumbai,Tamil Nadu,18765.34
132960,39150,2025-07-28,Processing,Imphal,Telangana,1118.87
132961,23427,2024-02-26,Delivered,Imphal,Maharashtra,6053.16
132962,40107,2024-11-04,Delivered,Delhi,Manipur,3831.64
132963,12416,2025-05-09,Delivered,Chennai,Telangana,7866.95
132964,46262,2025-10-09,Delivered,Bengaluru,Manipur,3943.1
132965,16267,2024-04-24,Shipped,Chennai,Rajasthan,7961.52
132966,25304,2025-11-05,Delivered,Bengaluru,Tamil Nadu,3103.35
132967,45310,2025-11-12,Delivered,Chennai,Rajasthan,16378.18
132968,48652,2024-03-21,Delivered,Hyderabad,Maharashtra,4223.16
132969,21181,2024-10-15,Cancelled,Guwahati,Maharashtra,3639.4
132970,5999,2025-03-05,Delivered,Chennai,Assam,2034.17
132971,13351,2025-03-10,Delivered,Kolkata,Manipur,2137.6
132972,40880,2025-12-19,Delivered,Mumbai,Karnataka,14404.87
132973,13549,2025-04-18,Delivered,Delhi,Telangana,1806.79
132974,29636,2024-11-02,Delivered,Bengaluru,Telangana,6213.45
132975,26363,2025-09-02,Delivered,Kolkata,Tamil Nadu,16420.65
132976,41487,2024-05-23,Delivered,Hyderabad,Maharashtra,11372.87
132977,1205,2025-10-20,Delivered,Mumbai,Delhi,4569.82
132978,36338,2024-02-16,Delivered,Jaipur,Telangana,5308.48
132979,46836,2025-12-05,Delivered,Delhi,West Bengal,6641.28
132980,11216,2025-08-20,Delivered,Bengaluru,Maharashtra,21917.41
132981,40734,2024-07-02,Delivered,Imphal,Assam,4780.61
132982,18791,2025-04-16,Delivered,Chennai,Karnataka,12332.57
132983,18036,2025-07-30,Delivered,Hyderabad,Assam,14953.56
132984,22467,2025-05-24,Delivered,Imphal,West Bengal,1225.35
132985,880,2024-06-06,Delivered,Mumbai,Maharashtra,11511.45
132986,17884,2025-01-17,Delivered,Chennai,Rajasthan,968.67
132987,28920,2025-08-25,Delivered,Imphal,Delhi,2024.72
132988,49687,2025-04-01,Processing,Imphal,Delhi,9733.5
132989,9924,2025-08-15,Delivered,Imphal,Maharashtra,1497.6
132990,1981,2025-09-25,Delivered,Hyderabad,Delhi,6668.93
132991,11843,2025-12-08,Delivered,Bengaluru,Telangana,326.52
132992,27418,2025-07-06,Delivered,Jaipur,Manipur,15766.97
132993,26498,2024-11-22,Delivered,Jaipur,Tamil Nadu,27912.34
132994,23859,2024-01-22,Delivered,Imphal,Telangana,2919.06
132995,48588,2024-03-28,Delivered,Bengaluru,Tamil Nadu,5548.73
132996,38315,2025-08-28,Delivered,Mumbai,Karnataka,2490.16
132997,36640,2024-01-18,Cancelled,Pune,Delhi,10329.1
132998,21853,2025-03-20,Delivered,Pune,Rajasthan,12325.31
132999,42860,2024-09-14,Delivered,Mumbai,West Bengal,10014.54
133000,29878,2024-07-03,Delivered,Hyderabad,Manipur,8026.47
133001,35403,2025-06-12,Delivered,Delhi,Manipur,4526.28
133002,39406,2024-01-18,Shipped,Delhi,Karnataka,12096.72
133003,6609,2025-01-04,Delivered,Jaipur,Karnataka,16218.07
133004,21226,2024-07-28,Delivered,Pune,Assam,4837.09
133005,47790,2024-10-13,Delivered,Imphal,Karnataka,18444.8
133006,11152,2025-05-15,Delivered,Imphal,Rajasthan,22807.85
133007,6303,2025-07-06,Delivered,Jaipur,Rajasthan,7494.15
133008,13745,2025-06-21,Delivered,Hyderabad,Delhi,22209.82
133009,1104,2025-01-25,Delivered,Delhi,Karnataka,12417.68
133010,23571,2025-09-17,Shipped,Kolkata,Rajasthan,10800.2
133011,43123,2025-01-11,Delivered,Hyderabad,Maharashtra,6827.4
133012,36497,2025-04-07,Delivered,Kolkata,Karnataka,5410.76
133013,38528,2025-09-15,Delivered,Guwahati,Maharashtra,12253.31
133014,39781,2025-11-19,Delivered,Jaipur,Rajasthan,4625.3
133015,31223,2025-11-08,Cancelled,Kolkata,Rajasthan,1190.15
133016,5849,2025-05-12,Processing,Guwahati,Maharashtra,3479.62
133017,12705,2025-05-13,Delivered,Delhi,West Bengal,10793.86
133018,20273,2024-11-06,Shipped,Pune,Assam,4443.98
133019,23495,2024-12-13,Shipped,Jaipur,Karnataka,5020.67
133020,431,2025-11-14,Processing,Guwahati,Rajasthan,5793.59
133021,2309,2024-05-07,Delivered,Chennai,Manipur,5166.19
133022,10775,2024-06-12,Shipped,Jaipur,Telangana,12477.06
133023,29813,2025-05-03,Delivered,Jaipur,Rajasthan,5187.85
133024,4188,2024-05-13,Delivered,Hyderabad,Tamil Nadu,925.68
133025,30232,2024-04-09,Delivered,Delhi,West Bengal,4849.92
133026,22183,2025-02-11,Delivered,Bengaluru,Delhi,822.54
133027,10295,2025-04-02,Delivered,Kolkata,Karnataka,11698.79
133028,24893,2025-05-20,Delivered,Delhi,Maharashtra,6926.66
133029,31542,2025-11-10,Delivered,Bengaluru,Delhi,10072.32
133030,43241,2025-01-07,Delivered,Kolkata,Assam,680.17
133031,22094,2024-07-22,Delivered,Imphal,West Bengal,10317.75
133032,41090,2024-11-17,Shipped,Hyderabad,Rajasthan,2501.64
133033,32056,2025-09-18,Delivered,Guwahati,Rajasthan,6917.54
133034,35785,2025-09-09,Delivered,Chennai,Delhi,1948.32
133035,12498,2025-10-09,Delivered,Bengaluru,Rajasthan,23451.78
133036,14985,2024-11-16,Processing,Hyderabad,Delhi,6362.31
133037,28336,2024-06-05,Delivered,Guwahati,Rajasthan,23683.83
133038,1688,2024-03-05,Delivered,Kolkata,Rajasthan,13226.26
133039,23278,2024-05-04,Delivered,Pune,Telangana,3414.77
133040,41229,2025-11-26,Delivered,Delhi,Karnataka,362.19
133041,13819,2025-05-03,Delivered,Mumbai,Telangana,11147.57
133042,15147,2024-07-16,Delivered,Guwahati,Karnataka,3557.94
133043,8858,2024-09-27,Delivered,Guwahati,Karnataka,9611.22
133044,44127,2024-12-18,Delivered,Delhi,West Bengal,2554.33
133045,13301,2025-05-17,Cancelled,Kolkata,Karnataka,7927.07
133046,49837,2025-10-28,Delivered,Pune,Delhi,2076.85
133047,26705,2024-06-04,Delivered,Jaipur,Maharashtra,912.58
133048,27724,2025-07-30,Delivered,Chennai,West Bengal,8272.26
133049,67,2025-11-02,Delivered,Imphal,Delhi,7394.45
133050,12058,2024-05-06,Delivered,Jaipur,Karnataka,8003.98
133051,14632,2025-05-05,Delivered,Delhi,West Bengal,6905.12
133052,13508,2024-04-07,Shipped,Guwahati,West Bengal,4095.35
133053,42375,2025-05-11,Delivered,Imphal,Telangana,25500.18
133054,28253,2025-10-28,Delivered,Guwahati,Telangana,752.91
133055,28019,2024-03-27,Delivered,Imphal,West Bengal,16384.13
133056,39027,2025-04-24,Delivered,Chennai,Telangana,6395.11
133057,9897,2024-02-07,Delivered,Mumbai,Delhi,3558.17
133058,47087,2024-05-07,Shipped,Delhi,Rajasthan,1287.99
133059,19004,2025-06-17,Cancelled,Jaipur,Rajasthan,1808.07
133060,18545,2024-10-17,Delivered,Chennai,West Bengal,3393.53
133061,5944,2024-06-29,Delivered,Chennai,West Bengal,11426.22
133062,28917,2025-12-03,Delivered,Hyderabad,Telangana,1859.29
133063,28075,2025-08-20,Delivered,Kolkata,Karnataka,11524.57
133064,30191,2025-07-18,Processing,Mumbai,Assam,363.25
133065,7465,2025-07-11,Delivered,Jaipur,Manipur,10880.67
133066,16781,2025-03-29,Delivered,Imphal,Rajasthan,13216.71
133067,15060,2024-04-19,Delivered,Mumbai,Rajasthan,5955.01
133068,31864,2024-09-30,Cancelled,Chennai,Rajasthan,5764.73
133069,39553,2024-09-15,Delivered,Delhi,Maharashtra,3035.89
133070,34233,2025-04-16,Delivered,Guwahati,Maharashtra,7438.0
133071,17668,2025-12-17,Delivered,Imphal,Karnataka,6766.53
133072,10638,2024-10-17,Shipped,Imphal,Maharashtra,12739.0
133073,9533,2025-04-21,Delivered,Delhi,Manipur,1893.1
133074,42137,2025-09-03,Delivered,Mumbai,Rajasthan,8344.63
133075,41414,2025-05-01,Delivered,Hyderabad,Maharashtra,2590.22
133076,38034,2024-06-07,Delivered,Pune,Assam,1205.33
133077,39686,2025-03-22,Delivered,Hyderabad,Maharashtra,8157.43
133078,33109,2024-07-07,Delivered,Bengaluru,Telangana,589.97
133079,4409,2024-12-24,Delivered,Bengaluru,Assam,12936.64
133080,27573,2025-02-02,Delivered,Jaipur,Manipur,8129.8
133081,42160,2025-12-06,Delivered,Hyderabad,West Bengal,1792.81
133082,16422,2024-02-10,Processing,Pune,Delhi,9394.1
133083,21726,2024-12-27,Shipped,Mumbai,Rajasthan,17901.17
133084,26675,2024-07-20,Delivered,Chennai,Maharashtra,2113.21
133085,40568,2024-10-06,Delivered,Guwahati,Rajasthan,11451.32
133086,5479,2025-08-20,Processing,Guwahati,West Bengal,5914.78
133087,27719,2024-03-26,Delivered,Pune,Tamil Nadu,7595.41
133088,46647,2025-12-02,Delivered,Pune,West Bengal,2129.39
133089,19530,2025-09-25,Delivered,Kolkata,Karnataka,12547.55
133090,27105,2024-09-06,Delivered,Kolkata,Manipur,9143.95
133091,34983,2025-09-12,Delivered,Bengaluru,Delhi,8791.45
133092,39509,2025-07-29,Shipped,Bengaluru,Delhi,6884.99
133093,27858,2025-05-07,Delivered,Delhi,Manipur,4024.3
133094,6983,2024-04-21,Shipped,Jaipur,Assam,18284.17
133095,30694,2025-01-31,Delivered,Delhi,Telangana,19863.12
133096,28653,2025-05-29,Shipped,Pune,Assam,6444.2
133097,39761,2025-11-02,Cancelled,Hyderabad,Assam,8225.32
133098,39038,2025-11-25,Delivered,Pune,Tamil Nadu,10012.1
133099,4004,2024-04-03,Delivered,Guwahati,Assam,11653.28
133100,13328,2025-05-10,Delivered,Imphal,West Bengal,7966.07
133101,29944,2025-06-03,Delivered,Kolkata,Rajasthan,3816.15
133102,44634,2025-03-31,Delivered,Hyderabad,Tamil Nadu,9719.32
133103,14917,2024-03-15,Delivered,Imphal,Manipur,8662.42
133104,27137,2025-12-05,Delivered,Guwahati,Manipur,5607.92
133105,43579,2025-12-23,Delivered,Imphal,Tamil Nadu,7320.87
133106,23756,2025-06-08,Delivered,Guwahati,Tamil Nadu,7290.17
133107,37809,2024-02-04,Delivered,Mumbai,Rajasthan,1394.16
133108,28197,2025-07-06,Delivered,Mumbai,Manipur,19573.62
133109,43072,2025-11-04,Delivered,Pune,Telangana,21913.04
133110,19869,2025-10-08,Delivered,Kolkata,Manipur,2528.94
133111,19229,2024-03-12,Delivered,Kolkata,West Bengal,2910.64
133112,47331,2024-10-08,Shipped,Jaipur,Assam,13164.93
133113,42396,2024-10-26,Delivered,Pune,Manipur,5707.85
133114,29648,2024-09-21,Delivered,Mumbai,Karnataka,31977.01
133115,28344,2024-08-06,Delivered,Mumbai,Rajasthan,429.49
133116,26829,2025-04-01,Shipped,Chennai,Assam,5675.47
133117,31054,2024-03-27,Shipped,Imphal,Karnataka,276.79
133118,18172,2025-07-21,Delivered,Delhi,Delhi,15748.93
133119,21722,2025-04-23,Delivered,Hyderabad,West Bengal,6059.94
133120,42627,2025-03-04,Delivered,Delhi,Karnataka,2778.51
133121,39492,2025-08-11,Cancelled,Hyderabad,West Bengal,6601.26
133122,17082,2024-04-08,Processing,Pune,Rajasthan,7036.54
133123,11523,2024-08-05,Delivered,Hyderabad,Assam,14712.01
133124,44623,2025-12-28,Delivered,Pune,Karnataka,6840.17
133125,41771,2025-02-26,Delivered,Mumbai,Telangana,4877.68
133126,2828,2025-10-17,Delivered,Guwahati,West Bengal,9179.03
133127,47492,2025-04-04,Delivered,Hyderabad,West Bengal,4454.04
133128,26977,2024-04-21,Delivered,Hyderabad,Maharashtra,19757.35
133129,18678,2025-05-25,Delivered,Pune,Delhi,6290.95
133130,35308,2025-10-09,Delivered,Mumbai,Tamil Nadu,7764.46
133131,27162,2025-12-21,Delivered,Jaipur,Assam,7346.98
133132,46263,2024-10-11,Delivered,Chennai,Telangana,14347.38
133133,18242,2024-07-19,Delivered,Chennai,Telangana,18460.23
133134,20960,2024-10-11,Delivered,Bengaluru,Tamil Nadu,7192.56
