payment_id,order_id,payment_date,payment_method,payment_amount,payment_status,transaction_id
92185,2419,2024-10-29,Debit Card,10946.23,Completed,TXN000092185
92186,46404,2025-03-10,Wallet,2355.3,Completed,TXN000092186
92187,159221,2024-02-09,Net Banking,3499.59,Pending,TXN000092187
92188,131811,2024-01-24,UPI,6054.71,Completed,TXN000092188
92189,149883,2025-09-02,Wallet,7308.29,Completed,TXN000092189
92190,110609,2025-01-28,Debit Card,2804.83,Completed,TXN000092190
92191,26950,2024-01-12,Credit Card,2028.19,Completed,TXN000092191
92192,93138,2025-07-31,Debit Card,7760.5,Failed,TXN000092192
92193,123061,2025-04-06,COD,8404.46,Completed,TXN000092193
92194,115548,2024-06-17,UPI,2049.27,Completed,TXN000092194
92195,160361,2025-04-20,Credit Card,15464.04,Completed,TXN000092195
92196,26363,2024-07-07,UPI,3821.12,Completed,TXN000092196
92197,77449,2025-08-08,Credit Card,2408.37,Completed,TXN000092197
92198,198138,2025-08-12,COD,3677.85,Failed,TXN000092198
92199,114917,2025-12-09,UPI,8842.47,Completed,TXN000092199
92200,151360,2024-03-03,Wallet,1903.95,Completed,TXN000092200
92201,151664,2025-09-10,Wallet,17493.37,Completed,TXN000092201
92202,27401,2025-03-01,UPI,4268.11,Completed,TXN000092202
92203,130924,2024-10-15,UPI,4131.85,Completed,TXN000092203
92204,63266,2025-10-12,Credit Card,2914.79,Completed,TXN000092204
92205,175762,2024-09-14,UPI,436.5,Completed,TXN000092205
92206,147049,2024-02-06,Net Banking,7854.89,Refunded,TXN000092206
92207,142065,2025-10-06,UPI,16171.95,Completed,TXN000092207
92208,147172,2025-09-24,UPI,2289.98,Completed,TXN000092208
92209,34995,2025-08-07,Credit Card,17526.89,Completed,TXN000092209
92210,57581,2024-06-09,UPI,29973.94,Completed,TXN000092210
92211,45054,2025-12-20,Credit Card,5513.94,Completed,TXN000092211
92212,131434,2025-05-06,Net Banking,8827.22,Completed,TXN000092212
92213,24537,2025-09-20,Net Banking,1789.76,Completed,TXN000092213
92214,12357,2024-07-19,Credit Card,4081.96,Completed,TXN000092214
92215,135866,2025-01-12,Debit Card,6355.54,Completed,TXN000092215
92216,47029,2025-03-11,Debit Card,10986.88,Completed,TXN000092216
92217,187933,2025-07-31,Credit Card,12208.52,Completed,TXN000092217
92218,178386,2025-01-19,Debit Card,5631.29,Completed,TXN000092218
92219,137073,2025-09-19,Net Banking,5430.69,Completed,TXN000092219
92220,173168,2024-02-12,COD,3389.66,Completed,TXN000092220
92221,187309,2024-02-22,Credit Card,1542.28,Pending,TXN000092221
92222,99757,2025-03-15,Net Banking,13240.28,Completed,TXN000092222
92223,109415,2025-11-23,COD,4513.36,Completed,TXN000092223
92224,147397,2025-01-03,Credit Card,9143.72,Completed,TXN000092224
92225,18245,2025-12-07,Wallet,9030.16,Completed,TXN000092225
92226,104906,2025-06-16,COD,13489.36,Completed,TXN000092226
92227,3867,2024-02-11,Net Banking,10763.55,Completed,TXN000092227
92228,134224,2024-01-26,COD,9570.0,Completed,TXN000092228
92229,158734,2024-03-30,Credit Card,5138.0,Pending,TXN000092229
92230,134545,2024-12-31,Net Banking,970.09,Completed,TXN000092230
92231,176991,2024-10-24,COD,8463.6,Completed,TXN000092231
92232,135168,2024-08-30,Credit Card,6750.2,Completed,TXN000092232
92233,7447,2024-06-30,COD,8225.54,Pending,TXN000092233
92234,46109,2024-06-14,COD,7787.33,Completed,TXN000092234
92235,175429,2024-07-22,Credit Card,2442.96,Completed,TXN000092235
92236,54515,2024-10-07,Debit Card,1790.41,Failed,TXN000092236
92237,7857,2024-05-29,COD,17094.58,Completed,TXN000092237
92238,137148,2025-12-01,Credit Card,4808.52,Completed,TXN000092238
92239,199625,2024-07-26,UPI,13820.82,Completed,TXN000092239
92240,169345,2024-02-08,UPI,5439.63,Completed,TXN000092240
92241,25142,2024-05-20,Wallet,7093.91,Completed,TXN000092241
92242,70164,2025-02-22,COD,16624.11,Completed,TXN000092242
92243,92717,2025-07-17,Net Banking,14620.95,Completed,TXN000092243
92244,71641,2024-01-05,Debit Card,6922.48,Completed,TXN000092244
92245,40724,2024-10-13,UPI,10263.82,Completed,TXN000092245
92246,117928,2025-01-05,Debit Card,14520.58,Completed,TXN000092246
92247,56441,2025-08-22,Credit Card,3009.16,Completed,TXN000092247
92248,51546,2025-01-31,Debit Card,9302.59,Completed,TXN000092248
92249,3779,2024-11-18,UPI,7779.34,Completed,TXN000092249
92250,31801,2024-01-11,COD,14017.36,Refunded,TXN000092250
92251,173197,2024-12-27,Credit Card,12615.05,Completed,TXN000092251
92252,48615,2024-06-12,Credit Card,5040.33,Completed,TXN000092252
92253,155981,2025-02-09,Debit Card,8332.96,Completed,TXN000092253
92254,167334,2025-04-06,UPI,7717.9,Completed,TXN000092254
92255,4215,2024-11-29,COD,6145.08,Completed,TXN000092255
92256,160829,2025-11-25,Net Banking,36003.81,Completed,TXN000092256
92257,80598,2025-12-30,Debit Card,5483.15,Completed,TXN000092257
92258,71564,2025-07-23,Net Banking,550.97,Completed,TXN000092258
92259,152038,2025-01-12,Wallet,1339.42,Completed,TXN000092259
92260,75748,2025-09-18,UPI,25396.85,Completed,TXN000092260
92261,47878,2025-05-13,Debit Card,3630.18,Completed,TXN000092261
92262,151600,2024-01-06,Debit Card,4713.6,Completed,TXN000092262
92263,168341,2024-11-12,UPI,8644.37,Completed,TXN000092263
92264,146573,2024-01-13,Credit Card,2215.58,Completed,TXN000092264
92265,149122,2025-03-01,COD,14329.81,Completed,TXN000092265
92266,86167,2025-11-08,UPI,10875.24,Completed,TXN000092266
92267,10036,2024-08-17,Debit Card,3601.23,Completed,TXN000092267
92268,124007,2025-12-13,UPI,10065.6,Failed,TXN000092268
92269,149339,2025-01-19,UPI,14903.5,Refunded,TXN000092269
92270,145045,2025-03-17,Debit Card,5119.67,Completed,TXN000092270
92271,114746,2025-02-28,UPI,8591.11,Completed,TXN000092271
92272,61576,2024-10-24,Credit Card,9515.53,Completed,TXN000092272
92273,105163,2024-01-25,Wallet,12408.02,Completed,TXN000092273
92274,134961,2025-03-23,COD,8079.34,Completed,TXN000092274
92275,117633,2024-05-01,Debit Card,22717.29,Failed,TXN000092275
92276,75936,2025-04-22,Debit Card,6139.59,Completed,TXN000092276
92277,52300,2024-08-23,Wallet,8330.3,Failed,TXN000092277
92278,181564,2024-04-18,Wallet,11406.44,Completed,TXN000092278
92279,144447,2025-05-14,UPI,4172.66,Completed,TXN000092279
92280,67142,2024-02-26,Net Banking,699.08,Failed,TXN000092280
92281,130224,2025-02-11,UPI,5444.43,Failed,TXN000092281
92282,61470,2024-05-02,COD,11204.23,Completed,TXN000092282
92283,97878,2025-02-01,UPI,2304.41,Completed,TXN000092283
92284,107457,2025-12-21,Credit Card,15505.07,Completed,TXN000092284
92285,107097,2025-03-06,COD,2147.73,Completed,TXN000092285
92286,196498,2024-01-13,UPI,5286.47,Completed,TXN000092286
92287,198384,2024-08-29,COD,6137.43,Pending,TXN000092287
92288,15619,2025-03-19,Net Banking,4958.61,Completed,TXN000092288
92289,58809,2025-11-21,UPI,2610.7,Completed,TXN000092289
92290,85940,2025-03-15,UPI,3941.06,Completed,TXN000092290
92291,113011,2024-11-03,Wallet,4523.7,Completed,TXN000092291
92292,158465,2025-01-20,Debit Card,7199.25,Completed,TXN000092292
92293,96750,2025-08-06,Debit Card,12508.79,Completed,TXN000092293
92294,31198,2024-06-11,Credit Card,3706.63,Completed,TXN000092294
92295,77698,2025-08-04,UPI,4229.84,Completed,TXN000092295
92296,47210,2024-07-04,UPI,19321.16,Completed,TXN000092296
92297,175817,2025-07-07,Credit Card,6829.28,Completed,TXN000092297
92298,89330,2025-09-23,Credit Card,8129.18,Failed,TXN000092298
92299,25918,2025-12-17,Credit Card,778.85,Completed,TXN000092299
92300,139876,2024-10-16,Credit Card,3766.9,Completed,TXN000092300
92301,157453,2024-12-31,UPI,5820.14,Completed,TXN000092301
92302,93418,2025-10-20,Credit Card,3755.8,Completed,TXN000092302
92303,171471,2024-01-20,Credit Card,1383.45,Completed,TXN000092303
92304,154765,2024-08-13,Net Banking,5360.09,Completed,TXN000092304
92305,62297,2025-01-20,Credit Card,8234.83,Completed,TXN000092305
92306,99093,2025-02-19,Wallet,8159.83,Completed,TXN000092306
92307,172586,2024-01-22,UPI,1435.45,Completed,TXN000092307
92308,37985,2025-01-18,UPI,8942.38,Completed,TXN000092308
92309,3252,2024-05-10,UPI,95.38,Completed,TXN000092309
92310,77916,2024-10-22,Credit Card,14737.35,Completed,TXN000092310
92311,45851,2024-05-19,Debit Card,1606.88,Completed,TXN000092311
92312,63455,2024-12-29,Debit Card,4491.24,Completed,TXN000092312
92313,142949,2025-01-30,COD,22845.87,Completed,TXN000092313
92314,63099,2025-09-10,Debit Card,8951.75,Completed,TXN000092314
92315,173689,2025-12-07,Debit Card,4954.81,Failed,TXN000092315
92316,47666,2024-07-17,Credit Card,10844.08,Completed,TXN000092316
92317,135513,2025-02-26,UPI,5922.54,Completed,TXN000092317
92318,39912,2025-01-17,UPI,11623.96,Completed,TXN000092318
92319,157954,2025-07-04,Net Banking,2529.19,Completed,TXN000092319
92320,97743,2025-06-25,Credit Card,3787.46,Completed,TXN000092320
92321,17635,2025-03-14,Credit Card,7062.01,Completed,TXN000092321
92322,120030,2025-10-15,UPI,12805.05,Completed,TXN000092322
92323,162240,2024-11-12,Credit Card,9956.87,Completed,TXN000092323
92324,156093,2024-11-20,Debit Card,12304.95,Completed,TXN000092324
92325,21810,2025-03-15,UPI,5930.83,Completed,TXN000092325
92326,129521,2025-01-26,Credit Card,10160.49,Completed,TXN000092326
92327,161422,2024-12-19,Credit Card,10766.84,Completed,TXN000092327
92328,49597,2024-04-20,Credit Card,2151.05,Completed,TXN000092328
92329,128405,2025-05-11,Credit Card,10015.59,Completed,TXN000092329
92330,169279,2024-01-09,UPI,5132.29,Completed,TXN000092330
92331,153658,2024-08-11,Credit Card,9502.37,Completed,TXN000092331
92332,145353,2025-01-21,UPI,3767.42,Completed,TXN000092332
92333,162358,2025-03-25,COD,15444.36,Failed,TXN000092333
92334,130891,2025-12-24,Credit Card,7320.04,Completed,TXN000092334
92335,10883,2025-05-17,Net Banking,8491.86,Completed,TXN000092335
92336,157204,2024-10-26,UPI,10082.52,Completed,TXN000092336
92337,152133,2025-07-03,UPI,14992.26,Completed,TXN000092337
92338,38548,2024-02-21,Credit Card,8068.09,Completed,TXN000092338
92339,127420,2024-07-13,Credit Card,7330.29,Completed,TXN000092339
92340,20446,2024-07-23,Credit Card,19414.62,Completed,TXN000092340
92341,185601,2024-02-05,Debit Card,7705.32,Completed,TXN000092341
92342,113315,2024-03-07,COD,5936.7,Completed,TXN000092342
92343,11834,2025-07-27,Debit Card,6440.4,Completed,TXN000092343
92344,38910,2025-03-22,Net Banking,10292.43,Completed,TXN000092344
92345,69841,2025-06-18,Debit Card,15360.02,Completed,TXN000092345
92346,48406,2025-07-28,UPI,17935.66,Completed,TXN000092346
92347,61168,2024-08-28,UPI,11659.4,Completed,TXN000092347
92348,116423,2024-08-18,UPI,4980.88,Completed,TXN000092348
92349,50899,2025-10-09,Debit Card,13679.09,Refunded,TXN000092349
92350,177171,2025-07-09,UPI,4398.61,Failed,TXN000092350
92351,156489,2024-07-01,COD,12099.5,Completed,TXN000092351
92352,130000,2025-07-03,Wallet,3930.2,Completed,TXN000092352
92353,54095,2024-10-21,Credit Card,9990.35,Completed,TXN000092353
92354,151393,2025-12-25,UPI,9507.8,Completed,TXN000092354
92355,27312,2025-05-12,Credit Card,15680.4,Completed,TXN000092355
92356,20615,2024-06-12,UPI,7929.16,Refunded,TXN000092356
92357,120318,2024-07-09,Credit Card,8865.99,Completed,TXN000092357
92358,122748,2025-04-27,Net Banking,6549.05,Completed,TXN000092358
92359,147239,2025-05-26,Credit Card,7230.68,Completed,TXN000092359
92360,1900,2025-09-29,UPI,5502.19,Completed,TXN000092360
92361,52363,2025-09-04,Credit Card,11045.99,Completed,TXN000092361
92362,65506,2025-08-10,Credit Card,12849.98,Completed,TXN000092362
92363,47763,2025-01-23,Credit Card,5482.8,Completed,TXN000092363
92364,152073,2025-04-19,COD,3277.53,Completed,TXN000092364
92365,54213,2025-12-24,COD,6889.21,Completed,TXN000092365
92366,164683,2025-05-14,UPI,9744.62,Completed,TXN000092366
92367,90747,2024-09-29,Credit Card,7338.32,Completed,TXN000092367
92368,192738,2024-05-22,Credit Card,2161.05,Completed,TXN000092368
92369,135915,2025-06-08,Wallet,829.62,Completed,TXN000092369
92370,169016,2024-09-30,UPI,8444.04,Completed,TXN000092370
92371,36707,2024-04-13,Net Banking,11117.14,Completed,TXN000092371
92372,171317,2025-08-18,Wallet,11041.54,Completed,TXN000092372
92373,42159,2024-05-25,Credit Card,2626.1,Completed,TXN000092373
92374,173048,2025-07-25,UPI,5552.58,Completed,TXN000092374
92375,13507,2024-06-28,Debit Card,10380.68,Completed,TXN000092375
92376,129848,2025-05-05,Debit Card,5988.45,Completed,TXN000092376
92377,194228,2025-03-04,Debit Card,16886.15,Completed,TXN000092377
92378,177566,2024-07-19,Wallet,7867.71,Completed,TXN000092378
92379,33259,2025-05-22,Net Banking,14009.43,Completed,TXN000092379
92380,125970,2024-01-25,COD,7227.95,Pending,TXN000092380
92381,140131,2024-09-08,Net Banking,2545.65,Failed,TXN000092381
92382,79829,2024-04-14,Net Banking,11261.3,Completed,TXN000092382
92383,10550,2025-07-17,Credit Card,9325.84,Completed,TXN000092383
92384,75403,2024-10-23,UPI,8583.57,Completed,TXN000092384
92385,144984,2025-03-11,Net Banking,2425.95,Completed,TXN000092385
92386,38149,2024-06-25,Debit Card,6745.62,Completed,TXN000092386
92387,75695,2024-08-18,Credit Card,8085.4,Failed,TXN000092387
92388,111796,2024-11-22,COD,15970.68,Completed,TXN000092388
92389,120912,2025-07-13,Wallet,6039.38,Completed,TXN000092389
92390,136851,2025-10-22,Net Banking,493.49,Completed,TXN000092390
92391,105691,2025-11-01,Wallet,9807.6,Completed,TXN000092391
92392,143410,2025-12-22,Net Banking,1786.96,Pending,TXN000092392
92393,92439,2025-12-16,UPI,2246.29,Completed,TXN000092393
92394,14092,2025-08-26,Net Banking,10273.46,Completed,TXN000092394
92395,79720,2024-05-15,COD,6392.53,Completed,TXN000092395
92396,60446,2025-12-05,Net Banking,13599.05,Completed,TXN000092396
92397,50833,2025-10-14,Debit Card,270.36,Completed,TXN000092397
92398,119896,2025-05-31,COD,6053.15,Completed,TXN000092398
92399,161595,2025-04-01,Wallet,14280.62,Completed,TXN000092399
92400,59384,2024-12-27,Debit Card,13508.3,Completed,TXN000092400
92401,74925,2025-01-19,Debit Card,5649.21,Completed,TXN000092401
92402,136832,2025-07-16,UPI,3715.32,Completed,TXN000092402
92403,120713,2024-01-06,Debit Card,569.43,Completed,TXN000092403
92404,145450,2025-10-05,UPI,9131.69,Completed,TXN000092404
92405,172319,2025-02-22,UPI,14047.88,Completed,TXN000092405
92406,61965,2024-01-15,COD,920.96,Completed,TXN000092406
92407,38807,2024-04-19,COD,2337.76,Completed,TXN000092407
92408,189902,2024-12-05,COD,4198.66,Failed,TXN000092408
92409,91297,2025-12-15,Net Banking,2381.15,Completed,TXN000092409
92410,10261,2025-05-19,COD,7453.06,Completed,TXN000092410
92411,11947,2024-04-04,UPI,1953.1,Completed,TXN000092411
92412,71444,2025-03-14,Net Banking,14535.58,Completed,TXN000092412
92413,131156,2025-06-02,Net Banking,11017.43,Completed,TXN000092413
92414,72752,2024-02-25,Net Banking,10203.5,Pending,TXN000092414
92415,34166,2024-12-20,UPI,8454.19,Completed,TXN000092415
92416,133355,2025-06-13,Credit Card,9571.81,Completed,TXN000092416
92417,152291,2025-09-29,Wallet,13339.88,Completed,TXN000092417
92418,26278,2025-12-27,Credit Card,11209.58,Completed,TXN000092418
92419,18583,2025-05-31,UPI,13101.08,Completed,TXN000092419
92420,101970,2024-10-10,Debit Card,15567.91,Completed,TXN000092420
92421,75944,2024-08-20,Wallet,2656.32,Completed,TXN000092421
92422,16245,2024-04-20,Debit Card,4564.35,Completed,TXN000092422
92423,151934,2024-12-04,Net Banking,14934.81,Completed,TXN000092423
92424,115440,2025-01-28,Debit Card,3642.4,Completed,TXN000092424
92425,43169,2025-03-15,COD,4837.99,Completed,TXN000092425
92426,60082,2025-12-17,Wallet,23481.04,Completed,TXN000092426
92427,72953,2024-03-16,Credit Card,3201.5,Refunded,TXN000092427
92428,150881,2024-10-14,UPI,12513.45,Completed,TXN000092428
92429,77608,2024-01-01,Net Banking,5522.59,Completed,TXN000092429
92430,184429,2025-11-17,Debit Card,4786.61,Completed,TXN000092430
92431,98317,2025-01-11,Debit Card,28433.61,Completed,TXN000092431
92432,8409,2024-03-10,Wallet,11081.76,Completed,TXN000092432
92433,188300,2024-04-30,Wallet,6131.19,Completed,TXN000092433
92434,107242,2024-03-10,UPI,2145.15,Completed,TXN000092434
92435,130474,2024-08-15,Net Banking,1257.78,Completed,TXN000092435
92436,121789,2025-06-02,Debit Card,8062.11,Completed,TXN000092436
92437,42995,2025-12-29,UPI,7814.12,Completed,TXN000092437
92438,35927,2024-02-15,UPI,856.25,Failed,TXN000092438
92439,153798,2025-05-19,Debit Card,16542.51,Completed,TXN000092439
92440,109607,2025-10-01,COD,4131.83,Completed,TXN000092440
92441,14277,2024-12-03,COD,4930.2,Completed,TXN000092441
92442,38847,2024-04-01,UPI,9862.32,Completed,TXN000092442
92443,54224,2025-12-26,COD,6305.79,Pending,TXN000092443
92444,93257,2024-01-28,UPI,3425.26,Completed,TXN000092444
92445,118532,2024-06-04,Wallet,8200.31,Completed,TXN000092445
92446,25789,2025-08-30,UPI,22798.88,Completed,TXN000092446
92447,138813,2024-08-13,UPI,14497.62,Completed,TXN000092447
92448,175179,2025-02-03,UPI,5208.57,Completed,TXN000092448
92449,116454,2025-05-20,COD,13395.71,Completed,TXN000092449
92450,167502,2025-11-27,Net Banking,13108.07,Completed,TXN000092450
92451,59966,2025-08-23,Credit Card,3610.67,Completed,TXN000092451
92452,95266,2025-03-02,UPI,3707.39,Completed,TXN000092452
92453,19028,2024-10-21,UPI,10691.39,Completed,TXN000092453
92454,68500,2024-11-15,Debit Card,11773.22,Completed,TXN000092454
92455,172157,2024-06-14,Wallet,5702.33,Completed,TXN000092455
92456,199785,2024-01-28,COD,9804.5,Failed,TXN000092456
92457,171335,2025-09-11,Credit Card,2961.31,Completed,TXN000092457
92458,136610,2025-03-19,UPI,2198.25,Completed,TXN000092458
92459,54075,2024-07-05,Credit Card,13486.8,Completed,TXN000092459
92460,124124,2024-11-26,Debit Card,11729.67,Completed,TXN000092460
92461,86940,2025-05-07,Debit Card,1348.91,Completed,TXN000092461
92462,24218,2024-01-09,Debit Card,9549.79,Completed,TXN000092462
92463,173361,2025-11-25,Credit Card,7619.83,Completed,TXN000092463
92464,18427,2024-05-29,Net Banking,6067.35,Completed,TXN000092464
92465,102408,2025-09-20,UPI,5466.99,Completed,TXN000092465
92466,106277,2024-02-28,Credit Card,10941.83,Completed,TXN000092466
92467,153959,2025-03-17,Net Banking,7924.99,Completed,TXN000092467
92468,47207,2025-03-10,UPI,10227.27,Completed,TXN000092468
92469,32542,2025-10-10,Credit Card,13651.95,Completed,TXN000092469
92470,138312,2025-02-25,Net Banking,2973.3,Completed,TXN000092470
92471,95906,2025-08-02,Credit Card,17757.91,Completed,TXN000092471
92472,136900,2024-07-19,UPI,8988.63,Completed,TXN000092472
92473,59565,2024-06-16,UPI,787.42,Completed,TXN000092473
92474,18906,2024-05-09,Credit Card,3063.58,Completed,TXN000092474
92475,191811,2024-08-07,Credit Card,7140.56,Completed,TXN000092475
92476,104716,2025-03-27,Debit Card,12702.37,Completed,TXN000092476
92477,165578,2025-07-15,Credit Card,19819.85,Completed,TXN000092477
92478,51740,2024-05-16,Credit Card,5242.32,Completed,TXN000092478
92479,139675,2024-04-30,UPI,4292.48,Completed,TXN000092479
92480,141767,2024-01-06,UPI,11518.05,Completed,TXN000092480
92481,70274,2025-10-28,Credit Card,2449.98,Completed,TXN000092481
92482,158348,2024-01-06,UPI,5412.92,Failed,TXN000092482
92483,16500,2025-09-04,Wallet,7204.15,Completed,TXN000092483
92484,83956,2024-11-05,Credit Card,7785.85,Completed,TXN000092484
92485,78177,2025-08-14,Wallet,10679.78,Completed,TXN000092485
92486,136463,2025-02-08,UPI,901.24,Completed,TXN000092486
92487,74573,2025-11-29,Net Banking,9239.81,Failed,TXN000092487
92488,134474,2024-09-06,UPI,12269.06,Completed,TXN000092488
92489,87942,2024-02-06,Wallet,21540.35,Completed,TXN000092489
92490,117584,2025-06-28,UPI,6907.95,Completed,TXN000092490
92491,198559,2025-06-05,UPI,14077.13,Pending,TXN000092491
92492,171041,2024-02-28,Credit Card,1119.35,Completed,TXN000092492
92493,20566,2024-05-03,Net Banking,12023.34,Completed,TXN000092493
92494,115796,2024-04-20,UPI,407.4,Completed,TXN000092494
92495,149888,2024-01-21,Wallet,16731.63,Failed,TXN000092495
92496,140428,2025-03-30,Debit Card,1562.26,Completed,TXN000092496
92497,59428,2025-03-03,Debit Card,4378.74,Completed,TXN000092497
92498,43215,2024-04-16,COD,7159.71,Completed,TXN000092498
92499,78516,2025-11-14,COD,10378.01,Completed,TXN000092499
92500,63545,2024-01-27,Wallet,10364.39,Completed,TXN000092500
92501,116182,2024-01-05,COD,8032.7,Completed,TXN000092501
92502,83527,2025-06-24,Wallet,1305.1,Completed,TXN000092502
92503,3018,2024-02-22,UPI,9013.13,Completed,TXN000092503
92504,108610,2025-06-17,COD,13186.02,Completed,TXN000092504
92505,49819,2025-03-10,COD,3176.67,Completed,TXN000092505
92506,73016,2025-06-24,Credit Card,3066.96,Completed,TXN000092506
92507,195944,2025-04-13,Net Banking,2441.24,Completed,TXN000092507
92508,191613,2025-09-18,UPI,5174.14,Completed,TXN000092508
92509,170675,2024-02-17,UPI,9158.89,Completed,TXN000092509
92510,142997,2025-01-04,Credit Card,3576.18,Completed,TXN000092510
92511,189188,2025-10-08,Net Banking,11887.27,Completed,TXN000092511
92512,59115,2025-05-16,Credit Card,4573.77,Completed,TXN000092512
92513,42270,2025-12-09,Wallet,8401.88,Completed,TXN000092513
92514,25934,2025-07-31,UPI,7897.17,Completed,TXN000092514
92515,189910,2024-04-25,COD,15414.96,Completed,TXN000092515
92516,196557,2024-12-13,Debit Card,5876.56,Completed,TXN000092516
92517,35183,2025-10-06,Debit Card,2878.32,Completed,TXN000092517
92518,141198,2025-03-12,Credit Card,7719.85,Refunded,TXN000092518
92519,124703,2024-04-07,COD,4985.72,Pending,TXN000092519
92520,164661,2025-09-14,UPI,3891.1,Completed,TXN000092520
92521,156766,2025-01-03,UPI,12464.05,Completed,TXN000092521
92522,95179,2024-04-21,Debit Card,2892.08,Pending,TXN000092522
92523,117182,2024-05-31,Credit Card,12735.26,Completed,TXN000092523
92524,156357,2025-12-26,Net Banking,9191.45,Completed,TXN000092524
92525,184074,2025-01-13,UPI,13222.62,Completed,TXN000092525
92526,75523,2024-04-22,Wallet,18644.88,Completed,TXN000092526
92527,11971,2024-03-08,Credit Card,15488.56,Completed,TXN000092527
92528,137159,2025-06-02,COD,988.63,Completed,TXN000092528
92529,77643,2025-09-15,UPI,10699.57,Completed,TXN000092529
92530,134554,2024-09-20,Wallet,4559.18,Completed,TXN000092530
92531,102391,2024-01-21,COD,1139.87,Completed,TXN000092531
92532,179248,2024-07-13,Wallet,2032.32,Completed,TXN000092532
92533,18100,2024-06-17,Debit Card,10118.23,Completed,TXN000092533
92534,151333,2025-08-29,Debit Card,17305.84,Completed,TXN000092534
92535,133029,2025-03-24,Net Banking,10200.85,Completed,TXN000092535
92536,38748,2025-01-08,UPI,15711.03,Pending,TXN000092536
92537,106663,2025-06-29,UPI,6563.97,Completed,TXN000092537
92538,122276,2024-09-04,Debit Card,6810.6,Completed,TXN000092538
92539,46480,2025-09-08,Net Banking,7831.7,Completed,TXN000092539
92540,105641,2025-04-03,UPI,15378.29,Completed,TXN000092540
92541,163264,2025-03-31,Credit Card,13224.31,Completed,TXN000092541
92542,108353,2025-04-28,Debit Card,8710.5,Completed,TXN000092542
92543,114535,2025-03-21,Debit Card,7562.32,Completed,TXN000092543
92544,91466,2025-08-26,UPI,15414.96,Completed,TXN000092544
92545,41202,2024-02-29,UPI,2280.67,Completed,TXN000092545
92546,167193,2024-11-12,Debit Card,7852.67,Completed,TXN000092546
92547,123962,2025-10-02,Credit Card,2033.35,Completed,TXN000092547
92548,85237,2025-09-02,COD,7574.48,Completed,TXN000092548
92549,188092,2024-03-31,Net Banking,14214.01,Completed,TXN000092549
92550,189670,2025-07-31,Credit Card,15193.13,Completed,TXN000092550
92551,683,2025-04-18,UPI,575.29,Completed,TXN000092551
92552,78032,2024-04-05,UPI,9039.46,Completed,TXN000092552
92553,170399,2024-08-26,Credit Card,3341.51,Completed,TXN000092553
92554,169487,2024-09-11,Credit Card,19297.85,Completed,TXN000092554
92555,142780,2025-04-18,COD,9179.3,Completed,TXN000092555
92556,48425,2025-06-14,Debit Card,11356.94,Pending,TXN000092556
92557,15650,2025-04-13,UPI,12440.47,Completed,TXN000092557
92558,111146,2024-10-10,Debit Card,13698.34,Completed,TXN000092558
92559,13868,2025-07-29,Net Banking,13068.81,Completed,TXN000092559
92560,80956,2024-11-08,Debit Card,14346.4,Completed,TXN000092560
92561,42714,2024-02-18,Debit Card,1437.37,Completed,TXN000092561
92562,44846,2024-11-09,COD,996.83,Completed,TXN000092562
92563,113636,2025-11-08,UPI,3735.84,Completed,TXN000092563
92564,35737,2025-09-09,UPI,12069.43,Completed,TXN000092564
92565,14249,2025-11-07,Debit Card,7589.77,Refunded,TXN000092565
92566,103375,2025-01-02,UPI,11720.53,Completed,TXN000092566
92567,127771,2024-05-31,Credit Card,6418.77,Completed,TXN000092567
92568,144954,2025-06-12,Wallet,22868.36,Completed,TXN000092568
92569,55379,2024-06-22,Credit Card,8859.33,Completed,TXN000092569
92570,50276,2024-11-26,Wallet,1352.18,Completed,TXN000092570
92571,39963,2025-01-07,Debit Card,6960.66,Completed,TXN000092571
92572,87895,2025-05-26,Credit Card,5257.84,Pending,TXN000092572
92573,88799,2024-11-28,COD,3542.01,Completed,TXN000092573
92574,174948,2024-07-28,UPI,1457.24,Completed,TXN000092574
92575,97250,2024-06-26,Debit Card,3164.29,Completed,TXN000092575
92576,30552,2025-02-11,Net Banking,15565.54,Completed,TXN000092576
92577,2861,2025-02-04,Net Banking,2631.75,Completed,TXN000092577
92578,153632,2024-12-05,Debit Card,5074.02,Completed,TXN000092578
92579,36683,2024-12-22,UPI,2034.27,Completed,TXN000092579
92580,123826,2024-02-18,Credit Card,10533.74,Completed,TXN000092580
92581,115472,2024-02-16,Debit Card,16215.21,Completed,TXN000092581
92582,35889,2025-08-11,Net Banking,7192.93,Completed,TXN000092582
92583,153251,2025-08-13,UPI,6811.36,Completed,TXN000092583
92584,143890,2025-01-27,Wallet,3667.23,Completed,TXN000092584
92585,58333,2025-09-26,UPI,15472.91,Completed,TXN000092585
92586,82145,2025-12-16,Wallet,8330.32,Completed,TXN000092586
92587,158945,2024-10-23,Wallet,10259.06,Completed,TXN000092587
92588,96503,2025-08-16,COD,6606.12,Completed,TXN000092588
92589,162834,2024-12-19,Debit Card,5641.25,Completed,TXN000092589
92590,85728,2025-06-01,UPI,6477.57,Completed,TXN000092590
92591,146621,2025-05-15,COD,9442.69,Completed,TXN000092591
92592,141963,2025-07-14,UPI,6863.71,Completed,TXN000092592
92593,15544,2024-04-10,UPI,3391.19,Completed,TXN000092593
92594,71243,2025-08-24,COD,2773.85,Completed,TXN000092594
92595,144042,2024-06-20,UPI,7341.19,Completed,TXN000092595
