shipment_id,order_id,seller_id,shipping_date,expected_delivery_date,actual_delivery_date,shipping_method,shipping_cost,delivery_status
104401,104401,210,2025-05-15,2025-05-20,2025-05-21,Standard,17.78,Delivered
104402,104402,4277,2024-08-22,2024-08-25,2024-08-27,Standard,21.5,Delivered
104403,104403,4328,2024-12-06,2024-12-12,2024-12-14,Economy,6.58,Delivered
104404,104404,3716,2025-06-06,2025-06-11,2025-06-13,Standard,31.28,Delivered
104405,104405,1062,2024-07-31,2024-08-07,2024-08-06,Standard,14.48,Delivered
104406,104406,3989,2024-10-13,2024-10-20,2024-10-24,Economy,45.24,Delivered
104407,104407,2047,2025-09-13,2025-09-18,2025-09-22,Standard,24.47,Delayed
104408,104408,4964,2025-11-05,2025-11-07,2025-11-09,Standard,12.88,Delivered
104409,104409,2405,2024-02-10,2024-02-16,2024-02-17,Standard,40.69,In Transit
104410,104410,4845,2024-12-15,2024-12-19,2024-12-18,Standard,5.46,Delivered
104411,104411,4355,2024-07-07,2024-07-14,2024-07-16,Standard,4.15,Delivered
104412,104412,3001,2024-09-03,2024-09-09,2024-09-11,Express,5.22,In Transit
104413,104413,831,2024-08-31,2024-09-02,2024-09-03,Standard,5.69,Delivered
104414,104414,2198,2025-02-08,2025-02-13,2025-02-16,Economy,23.36,Delivered
104415,104415,3761,2025-11-26,2025-11-28,2025-11-29,Standard,18.46,Delivered
104416,104416,3806,2025-06-01,2025-06-05,2025-06-04,Express,7.01,Delivered
104417,104417,2383,2025-10-26,2025-11-02,2025-11-05,Economy,35.55,Delivered
104418,104418,3299,2024-03-12,2024-03-15,2024-03-14,Express,2.87,Delivered
104419,104419,1303,2025-04-24,2025-04-26,2025-04-28,Standard,42.6,Delivered
104420,104420,3388,2024-09-19,2024-09-21,2024-09-22,Standard,26.0,Delivered
104421,104421,3594,2025-07-31,2025-08-04,2025-08-04,Standard,17.81,Delivered
104422,104422,1881,2024-04-01,2024-04-04,2024-04-08,Standard,27.17,Delivered
104423,104423,3561,2025-07-12,2025-07-19,2025-07-23,Express,29.41,Delivered
104424,104424,4909,2025-06-04,2025-06-07,2025-06-11,Standard,45.88,Delivered
104425,104425,1606,2024-04-30,2024-05-05,2024-05-07,Economy,17.55,Delivered
104426,104426,3030,2024-06-18,2024-06-20,2024-06-23,Standard,2.67,Delivered
104427,104427,1867,2025-09-19,2025-09-26,2025-09-28,Standard,9.35,Returned
104428,104428,2746,2024-10-06,2024-10-11,2024-10-13,Standard,13.49,Delivered
104429,104429,4147,2025-07-07,2025-07-10,2025-07-14,Standard,21.78,In Transit
104430,104430,2064,2025-08-01,2025-08-06,2025-08-08,Express,17.33,Delivered
104431,104431,3722,2024-11-26,2024-12-03,2024-12-04,Standard,16.36,Delayed
104432,104432,3622,2024-06-16,2024-06-18,2024-06-18,Express,42.94,Delivered
104433,104433,212,2024-09-20,2024-09-26,2024-09-27,Standard,19.89,Delayed
104434,104434,1205,2024-05-07,2024-05-11,2024-05-12,Express,35.16,Delivered
104435,104435,1833,2024-03-18,2024-03-20,2024-03-23,Economy,24.98,Delivered
104436,104436,912,2024-08-23,2024-08-25,2024-08-28,Same Day,20.76,Delivered
104437,104437,1918,2024-11-06,2024-11-09,2024-11-08,Express,3.6,Delayed
104438,104438,3092,2024-03-08,2024-03-10,2024-03-10,Express,17.63,Delivered
104439,104439,4642,2025-09-20,2025-09-26,2025-09-30,Standard,45.56,Delivered
104440,104440,1359,2024-11-04,2024-11-07,2024-11-08,Express,32.25,Delayed
104441,104441,4201,2025-07-28,2025-07-31,2025-08-02,Standard,5.95,Delivered
104442,104442,859,2024-02-04,2024-02-10,2024-02-13,Standard,8.95,Delivered
104443,104443,3835,2025-05-29,2025-06-03,2025-06-04,Standard,10.1,In Transit
104444,104444,4716,2025-07-12,2025-07-15,2025-07-14,Standard,4.13,Delivered
104445,104445,4663,2025-01-05,2025-01-10,2025-01-11,Standard,38.39,Delayed
104446,104446,2374,2025-03-16,2025-03-19,2025-03-20,Same Day,21.68,Delivered
104447,104447,1545,2025-02-24,2025-02-27,2025-02-28,Standard,13.72,Delivered
104448,104448,3305,2024-10-15,2024-10-17,2024-10-21,Standard,42.81,Delivered
104449,104449,1626,2025-09-23,2025-09-28,2025-09-30,Express,7.38,Delivered
104450,104450,4816,2025-11-01,2025-11-05,2025-11-05,Express,13.15,Delayed
104451,104451,4799,2024-12-01,2024-12-03,2024-12-07,Standard,13.81,Delayed
104452,104452,794,2025-11-02,2025-11-04,2025-11-06,Standard,41.19,In Transit
104453,104453,4546,2025-04-26,2025-05-02,2025-05-05,Same Day,23.26,Delivered
104454,104454,2142,2024-05-24,2024-05-31,2024-06-01,Standard,17.68,Delivered
104455,104455,337,2025-11-07,2025-11-14,2025-11-16,Standard,26.72,Delivered
104456,104456,9,2024-08-22,2024-08-27,2024-08-30,Standard,9.32,Delayed
104457,104457,3270,2024-04-20,2024-04-27,2024-04-27,Express,17.78,Delivered
104458,104458,2902,2025-05-25,2025-05-30,2025-05-30,Standard,24.99,Delivered
104459,104459,4313,2025-03-22,2025-03-27,2025-03-27,Express,18.68,Delivered
104460,104460,1417,2025-04-30,2025-05-07,2025-05-07,Standard,8.57,Delivered
104461,104461,4312,2025-02-01,2025-02-03,2025-02-04,Standard,6.27,Delivered
104462,104462,4763,2024-09-19,2024-09-26,2024-09-26,Standard,12.93,Delivered
104463,104463,933,2024-05-27,2024-06-03,2024-06-06,Standard,7.47,Delivered
104464,104464,1443,2025-02-16,2025-02-18,2025-02-17,Standard,49.44,In Transit
104465,104465,2294,2024-05-03,2024-05-07,2024-05-11,Standard,12.81,Delivered
104466,104466,4161,2025-01-20,2025-01-24,2025-01-27,Express,33.91,Delivered
104467,104467,4807,2025-05-25,2025-05-31,2025-06-03,Express,41.17,Delivered
104468,104468,3523,2024-05-02,2024-05-07,2024-05-10,Standard,19.69,Delivered
104469,104469,1683,2025-09-14,2025-09-20,2025-09-20,Economy,12.49,Delivered
104470,104470,2481,2024-04-15,2024-04-22,2024-04-24,Express,36.61,Delivered
104471,104471,2365,2025-05-24,2025-05-27,2025-05-28,Express,19.99,Delivered
104472,104472,164,2024-06-23,2024-06-26,2024-06-29,Standard,2.76,In Transit
104473,104473,4839,2025-02-17,2025-02-23,2025-02-23,Economy,19.15,Delivered
104474,104474,628,2024-05-16,2024-05-19,2024-05-21,Standard,29.05,Delivered
104475,104475,912,2025-09-27,2025-10-03,2025-10-02,Standard,49.19,Returned
104476,104476,1737,2024-02-25,2024-02-27,2024-02-26,Express,48.7,Delivered
104477,104477,2028,2024-12-19,2024-12-23,2024-12-23,Express,33.09,Delivered
104478,104478,2090,2024-11-12,2024-11-16,2024-11-20,Standard,48.9,Delayed
104479,104479,2567,2025-03-07,2025-03-09,2025-03-09,Express,4.24,Delivered
104480,104480,3863,2024-12-27,2024-12-31,2025-01-01,Standard,11.54,Delivered
104481,104481,2024,2025-05-30,2025-06-03,2025-06-04,Standard,20.55,Delivered
104482,104482,3951,2024-07-31,2024-08-06,2024-08-09,Standard,22.88,Delivered
104483,104483,3922,2024-10-21,2024-10-24,2024-10-28,Economy,44.19,Delivered
104484,104484,2747,2025-02-06,2025-02-09,2025-02-08,Standard,25.7,Delivered
104485,104485,3926,2025-04-03,2025-04-05,2025-04-07,Standard,48.85,Delivered
104486,104486,2474,2024-04-11,2024-04-15,2024-04-19,Economy,13.25,Delivered
104487,104487,3774,2025-09-09,2025-09-14,2025-09-13,Standard,3.14,Delivered
104488,104488,1299,2025-01-15,2025-01-22,2025-01-22,Standard,9.61,Delivered
104489,104489,4844,2024-01-31,2024-02-05,2024-02-06,Standard,7.29,Delivered
104490,104490,991,2025-03-27,2025-04-03,2025-04-07,Standard,3.31,Delivered
104491,104491,4077,2024-08-10,2024-08-17,2024-08-19,Express,47.85,Delivered
104492,104492,1807,2024-04-03,2024-04-07,2024-04-10,Economy,46.06,Delivered
104493,104493,4423,2024-02-04,2024-02-08,2024-02-11,Express,8.51,Delivered
104494,104494,3775,2025-04-18,2025-04-25,2025-04-27,Economy,28.67,Delivered
104495,104495,3084,2024-03-13,2024-03-19,2024-03-21,Standard,44.25,Delivered
104496,104496,3263,2024-07-07,2024-07-09,2024-07-11,Economy,31.12,Delivered
104497,104497,596,2024-12-16,2024-12-21,2024-12-23,Standard,41.48,Delayed
104498,104498,4234,2025-08-07,2025-08-12,2025-08-12,Economy,4.05,Delayed
104499,104499,32,2025-08-16,2025-08-21,2025-08-24,Express,33.51,Delivered
104500,104500,1372,2025-09-19,2025-09-21,2025-09-22,Economy,12.92,Delivered
104501,104501,2843,2025-06-12,2025-06-17,2025-06-17,Economy,47.21,Delayed
104502,104502,1521,2024-01-08,2024-01-14,2024-01-15,Express,36.03,Delivered
104503,104503,1870,2024-09-03,2024-09-06,2024-09-06,Standard,25.86,Delivered
104504,104504,2155,2025-01-16,2025-01-18,2025-01-22,Economy,32.54,Delivered
104505,104505,2450,2024-04-23,2024-04-30,2024-04-30,Standard,2.11,Delivered
104506,104506,1870,2025-04-04,2025-04-10,2025-04-11,Standard,36.19,Delivered
104507,104507,4873,2024-06-18,2024-06-25,2024-06-25,Same Day,38.9,Delivered
104508,104508,3279,2025-10-02,2025-10-04,2025-10-04,Standard,48.36,Delivered
104509,104509,3900,2024-04-10,2024-04-16,2024-04-15,Standard,39.62,Delayed
104510,104510,4640,2024-06-01,2024-06-05,2024-06-07,Express,27.48,Delivered
104511,104511,972,2024-02-06,2024-02-08,2024-02-09,Same Day,33.78,Delivered
104512,104512,3492,2024-11-05,2024-11-09,2024-11-11,Economy,30.48,Delivered
104513,104513,2295,2025-11-04,2025-11-09,2025-11-10,Standard,49.56,In Transit
104514,104514,1285,2025-02-24,2025-02-26,2025-02-25,Economy,48.97,Delivered
104515,104515,1815,2025-07-01,2025-07-07,2025-07-10,Standard,43.93,In Transit
104516,104516,367,2025-07-28,2025-08-04,2025-08-04,Standard,48.38,Delivered
104517,104517,2522,2025-08-31,2025-09-02,2025-09-06,Standard,5.38,Delivered
104518,104518,1942,2025-11-05,2025-11-08,2025-11-07,Express,15.18,Delivered
104519,104519,155,2025-05-27,2025-06-03,2025-06-06,Same Day,23.44,Delivered
104520,104520,3761,2025-08-04,2025-08-11,2025-08-14,Standard,34.92,Delivered
104521,104521,4044,2025-03-03,2025-03-07,2025-03-06,Same Day,42.27,Delivered
104522,104522,3084,2025-01-13,2025-01-15,2025-01-15,Same Day,32.93,In Transit
104523,104523,3237,2025-07-30,2025-08-01,2025-08-03,Standard,28.4,Delivered
104524,104524,1007,2024-02-24,2024-03-02,2024-03-06,Standard,18.86,Delivered
104525,104525,786,2024-06-14,2024-06-21,2024-06-24,Standard,26.81,Delivered
104526,104526,4291,2025-09-05,2025-09-11,2025-09-12,Same Day,31.53,Delivered
104527,104527,2943,2025-02-13,2025-02-19,2025-02-22,Standard,21.39,Delivered
104528,104528,2610,2025-11-24,2025-11-29,2025-11-29,Express,5.76,In Transit
104529,104529,2111,2024-05-31,2024-06-07,2024-06-10,Express,45.48,In Transit
104530,104530,1321,2024-03-14,2024-03-21,2024-03-21,Standard,4.92,Delivered
104531,104531,2935,2024-10-26,2024-10-30,2024-11-02,Standard,22.55,Delayed
104532,104532,3374,2025-02-13,2025-02-18,2025-02-17,Express,32.61,Delivered
104533,104533,772,2025-03-23,2025-03-29,2025-03-28,Express,6.75,Delivered
104534,104534,4576,2025-04-15,2025-04-17,2025-04-17,Express,17.17,Returned
104535,104535,3947,2025-11-08,2025-11-11,2025-11-12,Economy,8.97,Delivered
104536,104536,255,2025-07-28,2025-08-04,2025-08-07,Standard,26.95,Delivered
104537,104537,3386,2025-05-21,2025-05-27,2025-05-29,Express,15.67,Delivered
104538,104538,2620,2025-12-26,2025-12-31,2026-01-02,Express,6.23,Delivered
104539,104539,1066,2024-06-08,2024-06-10,2024-06-12,Standard,26.92,Delivered
104540,104540,2697,2024-10-16,2024-10-23,2024-10-24,Economy,44.35,Delivered
104541,104541,1455,2025-01-23,2025-01-30,2025-02-02,Standard,38.7,Delivered
104542,104542,2257,2025-06-14,2025-06-21,2025-06-24,Economy,48.73,Delivered
104543,104543,2988,2025-03-24,2025-03-31,2025-04-03,Standard,12.25,In Transit
104544,104544,2173,2024-02-13,2024-02-17,2024-02-18,Standard,17.77,Delivered
104545,104545,130,2025-03-13,2025-03-18,2025-03-21,Standard,32.69,Delivered
104546,104546,4480,2025-02-08,2025-02-11,2025-02-14,Standard,39.16,Delivered
104547,104547,2308,2024-09-24,2024-09-26,2024-09-28,Standard,43.61,Delivered
104548,104548,855,2025-05-13,2025-05-16,2025-05-19,Express,37.17,Delivered
104549,104549,557,2025-06-02,2025-06-05,2025-06-05,Economy,7.43,In Transit
104550,104550,1086,2024-12-14,2024-12-16,2024-12-19,Standard,48.06,Delivered
104551,104551,4080,2024-05-14,2024-05-17,2024-05-19,Standard,49.99,In Transit
104552,104552,3045,2025-04-18,2025-04-20,2025-04-19,Standard,6.47,In Transit
104553,104553,3340,2024-04-28,2024-04-30,2024-05-03,Economy,6.05,Delayed
104554,104554,2401,2025-12-17,2025-12-21,2025-12-22,Standard,31.8,Delivered
104555,104555,1232,2025-01-21,2025-01-25,2025-01-29,Standard,20.75,Delayed
104556,104556,383,2024-01-12,2024-01-15,2024-01-17,Standard,30.84,Delivered
104557,104557,613,2024-02-22,2024-02-25,2024-02-28,Standard,7.05,Delivered
104558,104558,1558,2025-04-12,2025-04-15,2025-04-19,Standard,22.15,Delivered
104559,104559,2217,2025-09-20,2025-09-27,2025-09-30,Standard,47.67,Delivered
104560,104560,845,2025-11-23,2025-11-26,2025-11-26,Standard,39.48,Delivered
104561,104561,743,2025-11-24,2025-11-28,2025-11-27,Standard,20.24,Delayed
104562,104562,1829,2024-04-30,2024-05-07,2024-05-11,Express,19.44,Delivered
104563,104563,2838,2025-12-25,2025-12-29,2025-12-28,Standard,7.45,In Transit
104564,104564,16,2025-11-04,2025-11-09,2025-11-12,Economy,39.45,In Transit
104565,104565,4449,2024-10-30,2024-11-06,2024-11-08,Standard,18.78,Delivered
104566,104566,3109,2024-11-22,2024-11-29,2024-12-03,Standard,18.34,Delivered
104567,104567,248,2024-05-24,2024-05-29,2024-06-02,Standard,10.24,Delayed
104568,104568,48,2024-08-19,2024-08-25,2024-08-28,Standard,39.35,Delivered
104569,104569,2367,2025-07-18,2025-07-23,2025-07-27,Same Day,12.71,Delivered
104570,104570,4778,2024-03-04,2024-03-08,2024-03-08,Economy,36.11,In Transit
104571,104571,3004,2025-12-14,2025-12-21,2025-12-25,Economy,8.54,Delayed
104572,104572,3622,2025-05-08,2025-05-10,2025-05-11,Express,15.58,Delivered
104573,104573,642,2025-03-19,2025-03-21,2025-03-21,Standard,29.71,Delivered
104574,104574,2846,2025-05-17,2025-05-24,2025-05-26,Standard,4.03,Delivered
104575,104575,68,2026-01-01,2026-01-04,2026-01-05,Standard,49.35,Delivered
104576,104576,2611,2024-03-02,2024-03-04,2024-03-08,Standard,8.84,Delivered
104577,104577,2822,2024-03-11,2024-03-13,2024-03-14,Express,22.54,Delivered
104578,104578,376,2024-11-04,2024-11-06,2024-11-10,Same Day,21.0,Returned
104579,104579,3859,2025-01-25,2025-01-29,2025-01-30,Express,10.92,Delivered
104580,104580,2303,2025-03-06,2025-03-11,2025-03-13,Standard,24.47,Delivered
104581,104581,3928,2024-12-13,2024-12-16,2024-12-16,Express,15.29,Delivered
104582,104582,2734,2025-04-07,2025-04-12,2025-04-16,Express,41.88,In Transit
104583,104583,4777,2025-06-04,2025-06-08,2025-06-12,Standard,28.3,In Transit
104584,104584,3213,2024-02-19,2024-02-26,2024-02-27,Economy,25.97,Returned
104585,104585,222,2024-04-30,2024-05-02,2024-05-05,Economy,2.87,Delivered
104586,104586,3125,2025-02-17,2025-02-19,2025-02-23,Standard,7.88,Delivered
104587,104587,3714,2025-09-08,2025-09-10,2025-09-13,Standard,28.63,Delivered
104588,104588,3881,2024-12-31,2025-01-04,2025-01-07,Same Day,10.02,Delivered
104589,104589,3569,2024-08-23,2024-08-28,2024-08-27,Standard,31.68,Delayed
104590,104590,2294,2024-05-28,2024-06-04,2024-06-03,Express,17.89,In Transit
104591,104591,2932,2024-12-13,2024-12-20,2024-12-24,Standard,23.7,Delivered
104592,104592,3540,2025-01-04,2025-01-09,2025-01-10,Express,32.85,Delayed
104593,104593,4172,2025-01-15,2025-01-17,2025-01-21,Standard,39.47,Delivered
104594,104594,2717,2024-03-30,2024-04-06,2024-04-05,Standard,15.06,Delivered
104595,104595,2148,2025-09-28,2025-10-02,2025-10-03,Standard,11.05,Delivered
104596,104596,3855,2024-09-27,2024-09-30,2024-10-01,Economy,32.22,Delayed
104597,104597,73,2024-03-02,2024-03-08,2024-03-07,Standard,34.36,In Transit
104598,104598,1618,2024-02-20,2024-02-24,2024-02-24,Standard,19.08,Returned
104599,104599,1742,2024-08-12,2024-08-14,2024-08-13,Express,4.96,In Transit
104600,104600,3465,2025-05-24,2025-05-30,2025-06-02,Standard,17.96,Delivered
104601,104601,1572,2025-02-28,2025-03-02,2025-03-06,Economy,40.45,Delivered
104602,104602,1605,2024-02-02,2024-02-04,2024-02-07,Standard,23.71,Returned
104603,104603,2530,2025-05-17,2025-05-22,2025-05-23,Express,43.23,Delivered
104604,104604,2583,2024-08-31,2024-09-05,2024-09-06,Express,28.29,Delivered
104605,104605,4781,2025-10-31,2025-11-05,2025-11-04,Standard,49.71,Delivered
104606,104606,1713,2025-12-17,2025-12-19,2025-12-21,Standard,31.62,Delivered
104607,104607,4991,2025-02-27,2025-03-03,2025-03-06,Standard,15.05,Delivered
104608,104608,4153,2025-03-07,2025-03-10,2025-03-14,Express,12.64,Delivered
104609,104609,3544,2024-10-07,2024-10-12,2024-10-12,Standard,47.4,Delivered
104610,104610,103,2024-12-05,2024-12-12,2024-12-11,Standard,12.61,Delivered
104611,104611,188,2025-02-08,2025-02-11,2025-02-15,Express,26.96,Delivered
104612,104612,4416,2025-12-26,2026-01-01,2026-01-03,Economy,47.99,Delivered
104613,104613,2382,2025-01-16,2025-01-22,2025-01-25,Express,37.6,Delivered
104614,104614,3627,2024-11-16,2024-11-18,2024-11-22,Express,41.72,Delivered
104615,104615,4047,2024-09-27,2024-09-29,2024-09-30,Express,35.58,Delivered
104616,104616,2588,2025-10-31,2025-11-03,2025-11-06,Standard,36.07,Delivered
104617,104617,1811,2024-03-01,2024-03-07,2024-03-09,Standard,7.64,Delivered
104618,104618,1856,2024-12-18,2024-12-23,2024-12-24,Standard,16.33,Delivered
104619,104619,905,2025-03-18,2025-03-20,2025-03-20,Express,23.81,Delivered
104620,104620,58,2025-04-02,2025-04-06,2025-04-07,Same Day,42.81,Delayed
104621,104621,4224,2024-05-21,2024-05-24,2024-05-27,Express,6.16,Delivered
104622,104622,3313,2024-10-30,2024-11-06,2024-11-06,Standard,15.11,Delivered
104623,104623,3929,2024-08-09,2024-08-13,2024-08-16,Standard,30.31,Delivered
104624,104624,331,2024-11-20,2024-11-23,2024-11-25,Express,18.96,Delivered
104625,104625,3233,2025-11-16,2025-11-19,2025-11-18,Express,32.46,Delivered
104626,104626,3372,2024-07-01,2024-07-08,2024-07-08,Same Day,35.34,Delivered
104627,104627,1207,2025-02-12,2025-02-18,2025-02-20,Standard,28.75,In Transit
104628,104628,3443,2024-03-07,2024-03-13,2024-03-16,Standard,9.27,In Transit
104629,104629,1669,2025-01-14,2025-01-19,2025-01-22,Express,33.48,Delivered
104630,104630,2206,2025-11-06,2025-11-13,2025-11-17,Express,40.09,Delivered
104631,104631,2095,2024-01-12,2024-01-15,2024-01-15,Same Day,21.72,Delivered
104632,104632,3424,2025-02-21,2025-02-27,2025-03-03,Economy,33.64,Delivered
104633,104633,2335,2025-11-21,2025-11-25,2025-11-27,Standard,8.5,Delivered
104634,104634,360,2025-04-05,2025-04-12,2025-04-13,Standard,43.02,Delivered
104635,104635,1744,2025-11-15,2025-11-20,2025-11-19,Standard,46.45,In Transit
104636,104636,4590,2024-11-05,2024-11-10,2024-11-09,Express,18.76,Delivered
104637,104637,1388,2024-09-09,2024-09-13,2024-09-17,Economy,41.08,Delivered
104638,104638,14,2024-03-13,2024-03-20,2024-03-20,Standard,19.69,Returned
104639,104639,2163,2025-10-11,2025-10-18,2025-10-20,Express,25.86,Delayed
104640,104640,57,2025-05-07,2025-05-11,2025-05-11,Same Day,6.35,Delivered
104641,104641,4946,2024-03-26,2024-03-31,2024-04-04,Economy,34.97,Delivered
104642,104642,4039,2024-11-19,2024-11-25,2024-11-27,Standard,10.24,In Transit
104643,104643,3203,2025-08-16,2025-08-23,2025-08-26,Economy,35.4,Returned
104644,104644,4186,2024-12-29,2025-01-02,2025-01-02,Standard,41.93,Delivered
104645,104645,2687,2024-01-04,2024-01-10,2024-01-14,Standard,11.87,Delivered
104646,104646,2594,2025-01-02,2025-01-07,2025-01-10,Standard,35.79,Delivered
104647,104647,847,2024-02-28,2024-03-06,2024-03-07,Standard,47.68,Delivered
104648,104648,2235,2024-09-01,2024-09-03,2024-09-03,Express,41.57,Delivered
104649,104649,1190,2025-06-15,2025-06-21,2025-06-21,Same Day,11.81,Delivered
104650,104650,788,2025-07-29,2025-08-02,2025-08-01,Express,20.12,Delivered
104651,104651,2499,2024-10-28,2024-10-30,2024-11-02,Express,47.57,In Transit
104652,104652,417,2024-08-30,2024-09-03,2024-09-02,Standard,39.48,Delivered
104653,104653,3561,2025-09-15,2025-09-21,2025-09-21,Standard,5.99,Delivered
104654,104654,1253,2024-10-01,2024-10-06,2024-10-10,Standard,28.87,Delivered
104655,104655,1197,2025-07-22,2025-07-27,2025-07-26,Economy,9.95,Delivered
104656,104656,4777,2024-09-05,2024-09-12,2024-09-16,Standard,15.02,Delayed
104657,104657,4496,2025-01-30,2025-02-06,2025-02-06,Express,29.27,Delivered
104658,104658,712,2024-09-18,2024-09-25,2024-09-27,Express,16.79,Delivered
104659,104659,2930,2025-02-08,2025-02-10,2025-02-10,Standard,33.34,Delivered
104660,104660,3624,2025-02-20,2025-02-24,2025-02-28,Standard,44.9,Delivered
104661,104661,220,2024-08-18,2024-08-23,2024-08-25,Express,23.16,Delivered
104662,104662,1891,2025-10-21,2025-10-23,2025-10-26,Express,23.98,Delivered
104663,104663,843,2025-10-28,2025-11-01,2025-11-03,Economy,34.07,Delivered
104664,104664,2940,2024-06-30,2024-07-03,2024-07-03,Standard,15.72,Delivered
104665,104665,2495,2024-10-08,2024-10-12,2024-10-12,Standard,46.98,Delivered
104666,104666,2905,2024-08-13,2024-08-16,2024-08-15,Express,32.55,Delayed
104667,104667,3943,2024-02-13,2024-02-18,2024-02-19,Standard,28.96,Delivered
104668,104668,2343,2024-08-07,2024-08-09,2024-08-08,Economy,47.3,Delivered
104669,104669,3260,2025-02-23,2025-02-25,2025-02-25,Economy,25.59,Delivered
104670,104670,3508,2024-07-16,2024-07-18,2024-07-18,Express,41.05,Delivered
104671,104671,4676,2024-08-31,2024-09-02,2024-09-02,Same Day,49.96,Delivered
104672,104672,3154,2024-11-17,2024-11-21,2024-11-21,Express,2.67,Delayed
104673,104673,40,2025-02-12,2025-02-14,2025-02-18,Standard,19.33,Delivered
104674,104674,2000,2024-08-02,2024-08-08,2024-08-12,Standard,16.9,Delivered
104675,104675,555,2025-05-22,2025-05-26,2025-05-25,Standard,4.16,Delivered
104676,104676,4587,2024-09-29,2024-10-01,2024-10-05,Standard,25.51,Delivered
104677,104677,4808,2025-12-08,2025-12-11,2025-12-11,Standard,14.75,Delivered
104678,104678,1464,2024-01-19,2024-01-24,2024-01-27,Economy,40.37,Delayed
104679,104679,723,2024-12-09,2024-12-11,2024-12-12,Standard,16.01,Delayed
104680,104680,793,2024-07-03,2024-07-08,2024-07-12,Standard,46.1,Delivered
104681,104681,3876,2025-06-17,2025-06-24,2025-06-26,Standard,46.43,Delivered
104682,104682,4295,2025-11-24,2025-11-28,2025-11-28,Standard,15.11,In Transit
104683,104683,3513,2025-01-24,2025-01-26,2025-01-28,Standard,13.06,Delivered
104684,104684,49,2024-06-19,2024-06-26,2024-06-26,Economy,42.41,Delivered
104685,104685,4865,2024-02-23,2024-02-27,2024-03-02,Standard,22.25,Delivered
104686,104686,3674,2025-09-04,2025-09-10,2025-09-11,Standard,11.58,Delivered
104687,104687,4658,2024-07-09,2024-07-14,2024-07-15,Economy,9.53,Delivered
104688,104688,2864,2025-12-17,2025-12-22,2025-12-22,Standard,25.73,Delivered
104689,104689,2932,2024-03-07,2024-03-10,2024-03-11,Standard,44.17,In Transit
104690,104690,3256,2024-03-23,2024-03-29,2024-04-02,Standard,14.26,Delivered
104691,104691,293,2025-10-15,2025-10-17,2025-10-20,Economy,9.84,Delivered
104692,104692,4639,2024-06-03,2024-06-08,2024-06-09,Express,38.17,Delivered
104693,104693,582,2025-12-31,2026-01-07,2026-01-09,Standard,19.44,Delivered
104694,104694,564,2025-06-18,2025-06-23,2025-06-22,Express,16.44,Delivered
104695,104695,3669,2025-01-01,2025-01-07,2025-01-09,Express,22.21,Delivered
104696,104696,2628,2024-09-13,2024-09-16,2024-09-18,Standard,43.62,Delivered
104697,104697,427,2025-04-17,2025-04-21,2025-04-24,Standard,29.89,Delivered
104698,104698,3885,2025-02-05,2025-02-08,2025-02-09,Standard,47.75,In Transit
104699,104699,2974,2025-06-16,2025-06-21,2025-06-24,Standard,19.15,Delivered
104700,104700,327,2025-02-09,2025-02-13,2025-02-13,Express,18.4,Delivered
104701,104701,3121,2024-06-05,2024-06-12,2024-06-14,Same Day,36.74,Delivered
104702,104702,2699,2025-07-12,2025-07-14,2025-07-14,Standard,25.48,Delivered
104703,104703,711,2024-09-23,2024-09-25,2024-09-26,Express,12.29,Delivered
104704,104704,1530,2025-05-06,2025-05-13,2025-05-16,Express,23.76,Delivered
104705,104705,1488,2025-11-14,2025-11-21,2025-11-21,Standard,27.91,Delivered
104706,104706,2111,2024-01-03,2024-01-08,2024-01-10,Express,15.56,Delivered
104707,104707,580,2025-08-02,2025-08-08,2025-08-07,Standard,37.14,Returned
104708,104708,3517,2025-06-26,2025-07-03,2025-07-05,Standard,25.32,Delivered
104709,104709,4286,2025-10-21,2025-10-27,2025-10-27,Standard,22.5,Delivered
104710,104710,4081,2025-08-28,2025-09-03,2025-09-05,Economy,35.88,Delivered
104711,104711,3892,2025-05-03,2025-05-08,2025-05-07,Express,18.06,Delivered
104712,104712,4552,2024-12-02,2024-12-08,2024-12-12,Economy,31.39,Delivered
104713,104713,243,2024-11-26,2024-12-03,2024-12-07,Standard,23.5,Delivered
104714,104714,2376,2025-11-28,2025-11-30,2025-12-04,Standard,8.63,Delivered
104715,104715,4116,2024-02-27,2024-03-02,2024-03-02,Standard,2.8,Returned
104716,104716,2880,2025-09-05,2025-09-07,2025-09-07,Express,34.25,Delivered
104717,104717,1052,2025-01-29,2025-02-02,2025-02-02,Economy,20.18,In Transit
104718,104718,4672,2024-01-24,2024-01-28,2024-02-01,Express,5.12,Delivered
104719,104719,2868,2025-10-05,2025-10-09,2025-10-10,Standard,12.89,Delivered
104720,104720,1212,2024-08-23,2024-08-25,2024-08-29,Standard,18.16,Delivered
104721,104721,3872,2024-03-13,2024-03-19,2024-03-18,Economy,46.77,Delivered
104722,104722,89,2025-06-18,2025-06-23,2025-06-22,Standard,13.19,Delivered
104723,104723,2778,2025-04-26,2025-05-03,2025-05-02,Standard,48.06,Delivered
104724,104724,4571,2025-11-30,2025-12-04,2025-12-07,Economy,38.47,Delivered
104725,104725,2272,2024-06-13,2024-06-16,2024-06-20,Standard,29.43,Delivered
104726,104726,3982,2025-09-18,2025-09-22,2025-09-21,Economy,23.69,Delivered
104727,104727,888,2024-05-30,2024-06-02,2024-06-02,Standard,5.24,Delivered
