seller_id,seller_name,city,state,seller_rating,join_date
2637,Seller_02637,Delhi,West Bengal,4.09,2020-04-23
2638,Seller_02638,Kolkata,Manipur,4.1,2025-04-28
2639,Seller_02639,Kolkata,Tamil Nadu,4.62,2021-11-12
2640,Seller_02640,Mumbai,West Bengal,4.49,2022-07-10
2641,Seller_02641,Bengaluru,Manipur,4.25,2022-12-04
2642,Seller_02642,Pune,Karnataka,4.32,2020-12-13
2643,Seller_02643,Jaipur,Tamil Nadu,3.56,2021-05-03
2644,Seller_02644,Imphal,Assam,5.0,2021-09-30
2645,Seller_02645,Delhi,Manipur,4.18,2021-04-23
2646,Seller_02646,Kolkata,Maharashtra,3.88,2024-11-03
2647,Seller_02647,Hyderabad,Telangana,5.0,2025-02-07
2648,Seller_02648,Chennai,Telangana,4.37,2022-04-15
2649,Seller_02649,Bengaluru,West Bengal,4.7,2021-06-01
2650,Seller_02650,Delhi,Delhi,3.7,2025-08-28
2651,Seller_02651,Jaipur,Assam,3.97,2021-05-12
2652,Seller_02652,Kolkata,Maharashtra,3.06,2023-09-22
2653,Seller_02653,Chennai,Assam,4.23,2025-07-16
2654,Seller_02654,Pune,Delhi,4.71,2022-04-26
2655,Seller_02655,Bengaluru,Manipur,4.16,2024-03-09
2656,Seller_02656,Kolkata,Maharashtra,4.73,2023-06-01
2657,Seller_02657,Mumbai,Tamil Nadu,4.5,2021-09-27
2658,Seller_02658,Pune,Telangana,4.74,2023-08-03
2659,Seller_02659,Pune,Telangana,3.84,2021-01-18
2660,Seller_02660,Hyderabad,Manipur,4.6,2021-07-15
2661,Seller_02661,Mumbai,Karnataka,4.37,2021-05-17
2662,Seller_02662,Kolkata,Assam,3.78,2020-05-02
2663,Seller_02663,Jaipur,Karnataka,5.0,2023-07-02
2664,Seller_02664,Kolkata,Maharashtra,3.94,2023-07-20
2665,Seller_02665,Guwahati,West Bengal,3.68,2023-02-02
2666,Seller_02666,Imphal,West Bengal,4.29,2025-12-05
2667,Seller_02667,Bengaluru,Delhi,4.27,2024-10-25
2668,Seller_02668,Bengaluru,Delhi,3.13,2023-06-02
2669,Seller_02669,Kolkata,Tamil Nadu,4.32,2024-09-01
2670,Seller_02670,Mumbai,Tamil Nadu,4.21,2022-11-15
2671,Seller_02671,Kolkata,Karnataka,3.65,2024-08-16
2672,Seller_02672,Delhi,Rajasthan,4.52,2021-10-05
2673,Seller_02673,Guwahati,Tamil Nadu,3.92,2022-12-09
2674,Seller_02674,Jaipur,Maharashtra,4.12,2021-01-06
2675,Seller_02675,Imphal,Assam,4.59,2024-06-29
2676,Seller_02676,Mumbai,Telangana,4.21,2021-02-09
2677,Seller_02677,Imphal,Karnataka,4.12,2022-12-30
2678,Seller_02678,Pune,Tamil Nadu,3.51,2021-03-22
2679,Seller_02679,Mumbai,Karnataka,5.0,2021-10-17
2680,Seller_02680,Delhi,Rajasthan,4.94,2025-11-24
2681,Seller_02681,Kolkata,Rajasthan,4.59,2025-07-09
2682,Seller_02682,Imphal,Delhi,4.22,2021-11-11
2683,Seller_02683,Pune,West Bengal,3.69,2025-07-10
2684,Seller_02684,Kolkata,Telangana,4.19,2023-09-01
2685,Seller_02685,Chennai,Assam,4.25,2021-09-06
2686,Seller_02686,Delhi,Rajasthan,4.89,2025-08-15
2687,Seller_02687,Hyderabad,Manipur,3.99,2022-05-20
2688,Seller_02688,Mumbai,Assam,3.92,2021-08-05
2689,Seller_02689,Mumbai,West Bengal,3.74,2025-05-19
2690,Seller_02690,Kolkata,Delhi,2.79,2023-10-20
2691,Seller_02691,Guwahati,Rajasthan,3.81,2023-09-18
2692,Seller_02692,Delhi,Tamil Nadu,5.0,2023-04-27
2693,Seller_02693,Imphal,Manipur,4.83,2025-09-24
2694,Seller_02694,Kolkata,Telangana,3.85,2023-10-22
2695,Seller_02695,Jaipur,Maharashtra,3.27,2023-12-27
2696,Seller_02696,Guwahati,Telangana,3.75,2025-12-13
2697,Seller_02697,Chennai,Manipur,4.23,2021-03-15
2698,Seller_02698,Guwahati,West Bengal,4.37,2025-09-06
2699,Seller_02699,Bengaluru,Manipur,3.59,2020-03-26
2700,Seller_02700,Imphal,Maharashtra,3.23,2023-11-01
2701,Seller_02701,Jaipur,Tamil Nadu,4.46,2021-10-15
2702,Seller_02702,Pune,Telangana,4.45,2021-07-14
2703,Seller_02703,Kolkata,Maharashtra,4.37,2023-03-14
2704,Seller_02704,Chennai,Tamil Nadu,4.3,2023-11-26
2705,Seller_02705,Bengaluru,Telangana,4.54,2025-01-01
2706,Seller_02706,Delhi,Telangana,4.82,2022-03-07
2707,Seller_02707,Hyderabad,Manipur,3.47,2024-07-20
2708,Seller_02708,Jaipur,Telangana,3.4,2022-12-01
2709,Seller_02709,Jaipur,Assam,4.02,2024-06-28
2710,Seller_02710,Kolkata,Tamil Nadu,4.4,2024-02-25
2711,Seller_02711,Jaipur,Delhi,3.68,2025-11-12
2712,Seller_02712,Chennai,Maharashtra,3.99,2025-07-26
2713,Seller_02713,Chennai,Maharashtra,3.61,2025-03-06
2714,Seller_02714,Guwahati,Tamil Nadu,4.15,2020-10-05
2715,Seller_02715,Pune,West Bengal,4.19,2021-06-17
2716,Seller_02716,Bengaluru,West Bengal,5.0,2024-03-26
2717,Seller_02717,Chennai,Tamil Nadu,4.15,2022-01-15
2718,Seller_02718,Pune,Delhi,3.67,2023-08-27
2719,Seller_02719,Hyderabad,Rajasthan,4.21,2021-11-09
2720,Seller_02720,Bengaluru,Assam,3.3,2020-08-15
2721,Seller_02721,Guwahati,West Bengal,3.99,2022-02-12
2722,Seller_02722,Mumbai,Manipur,4.39,2025-02-07
2723,Seller_02723,Chennai,Karnataka,4.32,2021-02-19
2724,Seller_02724,Bengaluru,Karnataka,3.83,2020-10-27
2725,Seller_02725,Mumbai,Tamil Nadu,3.68,2025-02-27
2726,Seller_02726,Delhi,Maharashtra,5.0,2024-02-04
2727,Seller_02727,Hyderabad,Rajasthan,3.32,2023-11-26
2728,Seller_02728,Jaipur,Tamil Nadu,4.4,2025-01-29
2729,Seller_02729,Delhi,Karnataka,3.57,2021-12-23
2730,Seller_02730,Imphal,Delhi,4.48,2021-06-02
2731,Seller_02731,Pune,Delhi,5.0,2021-03-19
2732,Seller_02732,Mumbai,Maharashtra,4.91,2025-09-16
2733,Seller_02733,Hyderabad,Assam,3.24,2024-08-07
2734,Seller_02734,Kolkata,West Bengal,4.12,2025-04-17
2735,Seller_02735,Chennai,Rajasthan,3.96,2021-07-24
2736,Seller_02736,Jaipur,Maharashtra,4.2,2023-12-25
2737,Seller_02737,Jaipur,Manipur,4.72,2024-06-26
2738,Seller_02738,Bengaluru,Rajasthan,4.43,2021-08-28
2739,Seller_02739,Pune,West Bengal,5.0,2020-03-29
2740,Seller_02740,Bengaluru,Delhi,4.26,2022-01-23
2741,Seller_02741,Mumbai,Manipur,3.65,2025-12-18
2742,Seller_02742,Hyderabad,Manipur,4.27,2022-07-19
2743,Seller_02743,Chennai,West Bengal,4.09,2020-11-08
2744,Seller_02744,Pune,Delhi,4.1,2025-12-12
2745,Seller_02745,Hyderabad,West Bengal,3.57,2025-12-17
2746,Seller_02746,Kolkata,Karnataka,3.95,2021-09-08
2747,Seller_02747,Hyderabad,Karnataka,5.0,2025-12-10
2748,Seller_02748,Hyderabad,Assam,4.05,2023-02-23
2749,Seller_02749,Kolkata,Manipur,4.05,2020-08-14
2750,Seller_02750,Pune,Rajasthan,4.36,2023-06-22
2751,Seller_02751,Mumbai,Assam,5.0,2023-04-09
2752,Seller_02752,Guwahati,Telangana,4.12,2021-05-31
2753,Seller_02753,Jaipur,Manipur,4.41,2022-07-03
2754,Seller_02754,Pune,Tamil Nadu,3.61,2021-02-28
2755,Seller_02755,Delhi,Tamil Nadu,4.62,2020-12-27
2756,Seller_02756,Chennai,Rajasthan,3.7,2024-04-15
2757,Seller_02757,Jaipur,Maharashtra,4.11,2024-08-17
2758,Seller_02758,Imphal,Maharashtra,4.36,2022-07-13
2759,Seller_02759,Imphal,Delhi,3.46,2025-03-03
2760,Seller_02760,Bengaluru,Telangana,3.82,2025-08-21
2761,Seller_02761,Guwahati,Maharashtra,3.5,2024-10-20
2762,Seller_02762,Pune,Delhi,4.04,2022-06-24
2763,Seller_02763,Kolkata,Karnataka,4.06,2021-07-03
2764,Seller_02764,Hyderabad,Assam,3.95,2024-07-17
2765,Seller_02765,Jaipur,Delhi,3.56,2022-07-18
2766,Seller_02766,Pune,Maharashtra,4.61,2023-10-17
2767,Seller_02767,Imphal,Maharashtra,3.83,2022-03-09
2768,Seller_02768,Jaipur,West Bengal,3.67,2023-06-02
2769,Seller_02769,Bengaluru,Assam,4.06,2025-06-14
2770,Seller_02770,Bengaluru,West Bengal,4.24,2020-04-16
2771,Seller_02771,Imphal,Tamil Nadu,5.0,2025-01-31
2772,Seller_02772,Pune,Delhi,3.44,2020-06-12
2773,Seller_02773,Bengaluru,Maharashtra,4.74,2024-08-12
2774,Seller_02774,Delhi,Karnataka,4.16,2023-01-19
2775,Seller_02775,Jaipur,Rajasthan,3.82,2025-01-03
2776,Seller_02776,Imphal,Karnataka,4.74,2022-01-31
2777,Seller_02777,Jaipur,Telangana,5.0,2023-01-20
2778,Seller_02778,Delhi,Tamil Nadu,3.68,2020-08-27
2779,Seller_02779,Kolkata,Telangana,3.76,2020-03-08
2780,Seller_02780,Jaipur,Telangana,4.17,2023-01-20
2781,Seller_02781,Guwahati,Manipur,4.43,2023-04-18
2782,Seller_02782,Imphal,Telangana,4.41,2022-06-23
2783,Seller_02783,Mumbai,Tamil Nadu,3.74,2022-02-06
2784,Seller_02784,Hyderabad,Rajasthan,3.95,2022-03-04
2785,Seller_02785,Mumbai,Rajasthan,4.57,2023-05-08
2786,Seller_02786,Imphal,Assam,3.92,2022-09-17
2787,Seller_02787,Chennai,West Bengal,4.09,2022-08-13
2788,Seller_02788,Hyderabad,Rajasthan,4.47,2020-03-15
2789,Seller_02789,Hyderabad,Telangana,4.66,2024-11-30
2790,Seller_02790,Chennai,Rajasthan,4.7,2023-03-09
2791,Seller_02791,Imphal,Rajasthan,3.82,2023-12-12
2792,Seller_02792,Bengaluru,Maharashtra,3.79,2021-02-21
2793,Seller_02793,Mumbai,Tamil Nadu,4.98,2025-08-20
2794,Seller_02794,Pune,Tamil Nadu,4.61,2021-12-06
2795,Seller_02795,Mumbai,Rajasthan,4.31,2025-05-18
2796,Seller_02796,Kolkata,Maharashtra,3.3,2025-08-24
2797,Seller_02797,Pune,Tamil Nadu,3.65,2022-08-14
2798,Seller_02798,Imphal,Assam,3.6,2025-12-11
2799,Seller_02799,Imphal,Karnataka,4.58,2020-09-08
2800,Seller_02800,Guwahati,West Bengal,3.41,2025-05-31
2801,Seller_02801,Jaipur,Tamil Nadu,3.76,2023-01-18
2802,Seller_02802,Bengaluru,Maharashtra,3.78,2023-12-10
2803,Seller_02803,Chennai,Assam,4.37,2025-02-08
2804,Seller_02804,Jaipur,Assam,3.53,2024-12-31
2805,Seller_02805,Kolkata,Assam,3.7,2025-09-15
2806,Seller_02806,Pune,Telangana,4.3,2021-08-26
2807,Seller_02807,Guwahati,Karnataka,4.37,2022-10-09
2808,Seller_02808,Delhi,Delhi,4.45,2022-01-28
2809,Seller_02809,Delhi,Karnataka,4.3,2025-02-22
2810,Seller_02810,Jaipur,Karnataka,4.3,2020-03-11
2811,Seller_02811,Hyderabad,Rajasthan,3.79,2020-11-27
2812,Seller_02812,Bengaluru,Delhi,4.69,2023-04-02
2813,Seller_02813,Hyderabad,Tamil Nadu,4.86,2024-03-17
2814,Seller_02814,Chennai,Assam,3.74,2020-02-10
2815,Seller_02815,Hyderabad,Karnataka,3.72,2023-09-30
2816,Seller_02816,Hyderabad,Delhi,3.15,2020-07-25
2817,Seller_02817,Jaipur,Maharashtra,4.16,2024-11-23
2818,Seller_02818,Pune,Rajasthan,4.31,2020-05-18
2819,Seller_02819,Mumbai,Rajasthan,5.0,2021-07-11
2820,Seller_02820,Guwahati,Delhi,3.97,2023-01-30
2821,Seller_02821,Chennai,Rajasthan,4.24,2020-03-18
2822,Seller_02822,Chennai,Telangana,3.68,2023-07-14
2823,Seller_02823,Guwahati,Manipur,5.0,2022-09-21
2824,Seller_02824,Bengaluru,West Bengal,4.66,2021-11-19
2825,Seller_02825,Jaipur,Telangana,4.96,2022-05-19
2826,Seller_02826,Delhi,Tamil Nadu,4.48,2025-04-20
2827,Seller_02827,Jaipur,Rajasthan,4.3,2024-08-17
2828,Seller_02828,Kolkata,Karnataka,4.14,2024-04-05
2829,Seller_02829,Jaipur,Manipur,4.25,2022-02-28
2830,Seller_02830,Guwahati,Karnataka,4.02,2022-07-03
2831,Seller_02831,Jaipur,Tamil Nadu,4.83,2025-08-03
2832,Seller_02832,Chennai,Assam,4.71,2022-10-08
2833,Seller_02833,Chennai,Karnataka,4.58,2023-02-07
2834,Seller_02834,Kolkata,Assam,3.82,2024-11-17
2835,Seller_02835,Mumbai,Telangana,4.74,2021-09-18
2836,Seller_02836,Guwahati,Manipur,3.58,2021-10-02
2837,Seller_02837,Imphal,Delhi,3.53,2021-04-23
2838,Seller_02838,Kolkata,Karnataka,4.47,2022-11-07
2839,Seller_02839,Pune,Rajasthan,4.12,2021-05-12
2840,Seller_02840,Kolkata,West Bengal,4.43,2025-04-22
2841,Seller_02841,Bengaluru,Rajasthan,4.87,2022-02-07
2842,Seller_02842,Mumbai,Karnataka,4.14,2021-12-30
2843,Seller_02843,Kolkata,Rajasthan,4.51,2022-12-14
2844,Seller_02844,Chennai,Tamil Nadu,4.15,2024-09-27
2845,Seller_02845,Mumbai,Tamil Nadu,3.9,2023-08-14
2846,Seller_02846,Delhi,Telangana,4.62,2025-12-22
2847,Seller_02847,Bengaluru,Delhi,5.0,2022-03-27
2848,Seller_02848,Delhi,Maharashtra,3.91,2024-11-18
2849,Seller_02849,Guwahati,West Bengal,4.33,2020-09-28
2850,Seller_02850,Imphal,Delhi,4.4,2021-10-21
2851,Seller_02851,Delhi,West Bengal,3.59,2020-04-03
2852,Seller_02852,Chennai,West Bengal,2.72,2021-06-14
2853,Seller_02853,Kolkata,West Bengal,4.42,2022-11-12
2854,Seller_02854,Chennai,West Bengal,4.17,2024-09-20
2855,Seller_02855,Mumbai,Delhi,3.8,2021-12-17
2856,Seller_02856,Guwahati,Karnataka,3.57,2024-07-14
2857,Seller_02857,Kolkata,Karnataka,3.8,2020-03-05
2858,Seller_02858,Pune,Tamil Nadu,4.77,2020-03-01
2859,Seller_02859,Guwahati,Assam,3.47,2022-11-26
2860,Seller_02860,Delhi,Assam,3.25,2022-05-24
2861,Seller_02861,Guwahati,Telangana,4.17,2022-08-19
2862,Seller_02862,Hyderabad,Maharashtra,4.59,2020-07-16
2863,Seller_02863,Chennai,Manipur,5.0,2021-07-24
2864,Seller_02864,Delhi,Tamil Nadu,3.84,2021-02-20
2865,Seller_02865,Hyderabad,Maharashtra,3.61,2021-06-07
2866,Seller_02866,Imphal,Assam,4.87,2024-12-15
2867,Seller_02867,Chennai,West Bengal,4.52,2023-06-16
2868,Seller_02868,Kolkata,Karnataka,4.28,2024-11-17
2869,Seller_02869,Chennai,Manipur,4.39,2024-11-08
2870,Seller_02870,Imphal,Rajasthan,4.13,2024-02-14
2871,Seller_02871,Chennai,West Bengal,3.92,2020-03-21
2872,Seller_02872,Delhi,Tamil Nadu,4.07,2022-08-19
2873,Seller_02873,Chennai,Telangana,4.01,2024-08-29
2874,Seller_02874,Delhi,Manipur,3.42,2020-03-25
2875,Seller_02875,Delhi,West Bengal,4.43,2024-06-25
2876,Seller_02876,Imphal,Manipur,4.3,2025-11-29
2877,Seller_02877,Hyderabad,Delhi,4.62,2024-01-19
2878,Seller_02878,Pune,Maharashtra,3.58,2020-12-08
2879,Seller_02879,Hyderabad,West Bengal,3.62,2023-09-22
2880,Seller_02880,Pune,Maharashtra,4.32,2021-07-28
2881,Seller_02881,Chennai,Delhi,4.16,2022-07-16
2882,Seller_02882,Jaipur,Telangana,4.08,2020-06-04
2883,Seller_02883,Pune,Manipur,3.82,2020-01-30
2884,Seller_02884,Guwahati,Rajasthan,4.02,2020-09-26
2885,Seller_02885,Delhi,Tamil Nadu,4.1,2022-05-22
2886,Seller_02886,Pune,Karnataka,4.18,2025-10-31
2887,Seller_02887,Pune,Maharashtra,3.49,2022-12-29
2888,Seller_02888,Pune,Assam,4.45,2021-11-02
2889,Seller_02889,Imphal,Delhi,5.0,2020-01-15
2890,Seller_02890,Chennai,Maharashtra,4.64,2022-11-04
2891,Seller_02891,Hyderabad,Manipur,4.04,2023-08-28
2892,Seller_02892,Jaipur,Manipur,3.96,2021-09-26
2893,Seller_02893,Bengaluru,Tamil Nadu,4.04,2021-02-18
2894,Seller_02894,Guwahati,Manipur,4.32,2021-06-06
2895,Seller_02895,Mumbai,Manipur,4.82,2020-05-10
2896,Seller_02896,Delhi,West Bengal,4.94,2022-12-19
2897,Seller_02897,Chennai,Manipur,4.2,2024-07-26
2898,Seller_02898,Mumbai,Telangana,4.26,2021-02-03
2899,Seller_02899,Guwahati,Delhi,3.87,2024-09-09
2900,Seller_02900,Kolkata,Maharashtra,4.43,2020-01-02
2901,Seller_02901,Guwahati,Maharashtra,5.0,2020-02-10
2902,Seller_02902,Mumbai,Karnataka,4.52,2022-06-30
2903,Seller_02903,Hyderabad,Telangana,3.9,2025-07-27
2904,Seller_02904,Delhi,West Bengal,4.61,2024-10-29
2905,Seller_02905,Pune,Karnataka,3.28,2024-09-28
2906,Seller_02906,Delhi,Maharashtra,4.46,2023-03-07
2907,Seller_02907,Kolkata,West Bengal,4.37,2025-01-29
2908,Seller_02908,Kolkata,Delhi,4.09,2025-06-29
2909,Seller_02909,Hyderabad,Maharashtra,4.06,2022-09-15
2910,Seller_02910,Guwahati,Tamil Nadu,4.16,2021-07-16
2911,Seller_02911,Guwahati,Delhi,3.58,2021-04-28
2912,Seller_02912,Kolkata,Maharashtra,4.61,2025-10-25
2913,Seller_02913,Guwahati,Delhi,4.8,2021-08-29
2914,Seller_02914,Delhi,Delhi,3.96,2024-10-12
2915,Seller_02915,Imphal,Karnataka,3.51,2023-11-24
2916,Seller_02916,Guwahati,Maharashtra,3.9,2024-10-30
2917,Seller_02917,Imphal,Assam,4.02,2022-08-31
2918,Seller_02918,Pune,Tamil Nadu,5.0,2021-10-25
2919,Seller_02919,Mumbai,Maharashtra,4.04,2021-09-02
2920,Seller_02920,Imphal,Delhi,3.8,2021-09-26
2921,Seller_02921,Chennai,Karnataka,4.36,2020-08-31
2922,Seller_02922,Pune,Assam,5.0,2023-06-05
2923,Seller_02923,Chennai,Rajasthan,4.06,2024-04-03
2924,Seller_02924,Jaipur,Manipur,4.11,2021-01-22
2925,Seller_02925,Jaipur,Rajasthan,4.41,2024-12-06
2926,Seller_02926,Kolkata,Maharashtra,4.67,2020-01-01
2927,Seller_02927,Imphal,West Bengal,3.48,2022-10-26
2928,Seller_02928,Delhi,West Bengal,3.7,2020-07-21
2929,Seller_02929,Hyderabad,Assam,4.18,2022-03-20
2930,Seller_02930,Delhi,Rajasthan,4.71,2020-01-06
2931,Seller_02931,Bengaluru,West Bengal,3.34,2025-09-13
2932,Seller_02932,Mumbai,Rajasthan,5.0,2022-09-09
2933,Seller_02933,Jaipur,Tamil Nadu,3.39,2024-01-28
2934,Seller_02934,Mumbai,Assam,3.99,2020-12-15
2935,Seller_02935,Imphal,Telangana,4.57,2023-05-01
2936,Seller_02936,Delhi,Assam,4.85,2023-05-23
2937,Seller_02937,Imphal,Telangana,3.56,2020-03-06
2938,Seller_02938,Pune,West Bengal,3.88,2025-11-18
2939,Seller_02939,Bengaluru,Delhi,3.7,2024-07-23
2940,Seller_02940,Chennai,Telangana,4.11,2024-11-06
2941,Seller_02941,Jaipur,Assam,3.98,2024-05-14
2942,Seller_02942,Chennai,Delhi,3.73,2020-06-29
2943,Seller_02943,Bengaluru,Tamil Nadu,4.6,2024-04-28
2944,Seller_02944,Mumbai,Karnataka,3.66,2025-12-19
2945,Seller_02945,Kolkata,Assam,4.96,2024-06-30
2946,Seller_02946,Hyderabad,Rajasthan,3.76,2025-03-14
2947,Seller_02947,Mumbai,West Bengal,3.78,2023-11-30
2948,Seller_02948,Imphal,Rajasthan,4.42,2020-02-10
2949,Seller_02949,Bengaluru,West Bengal,4.83,2023-04-17
2950,Seller_02950,Mumbai,Karnataka,4.23,2022-06-20
2951,Seller_02951,Mumbai,Delhi,3.88,2023-08-09
2952,Seller_02952,Hyderabad,Karnataka,4.43,2022-10-30
2953,Seller_02953,Kolkata,Delhi,4.26,2021-07-07
2954,Seller_02954,Kolkata,Maharashtra,3.6,2023-11-08
2955,Seller_02955,Guwahati,Telangana,4.71,2025-05-06
2956,Seller_02956,Mumbai,Tamil Nadu,3.61,2021-01-21
2957,Seller_02957,Bengaluru,West Bengal,4.06,2024-10-17
2958,Seller_02958,Mumbai,Karnataka,4.66,2023-04-15
2959,Seller_02959,Kolkata,Telangana,4.85,2025-04-13
2960,Seller_02960,Bengaluru,Rajasthan,4.48,2020-06-02
2961,Seller_02961,Guwahati,Karnataka,4.03,2024-06-07
2962,Seller_02962,Mumbai,Assam,4.09,2023-06-20
2963,Seller_02963,Kolkata,Rajasthan,3.73,2025-12-21
2964,Seller_02964,Jaipur,West Bengal,4.42,2021-10-31
2965,Seller_02965,Bengaluru,Assam,4.8,2023-10-05
2966,Seller_02966,Chennai,Assam,3.9,2024-05-05
2967,Seller_02967,Imphal,Assam,3.75,2021-07-26
2968,Seller_02968,Hyderabad,Assam,3.25,2025-02-05
2969,Seller_02969,Jaipur,Manipur,3.76,2020-05-06
2970,Seller_02970,Kolkata,Manipur,4.76,2024-07-29
2971,Seller_02971,Bengaluru,Assam,4.19,2021-11-14
2972,Seller_02972,Kolkata,Maharashtra,4.22,2021-09-24
2973,Seller_02973,Guwahati,Telangana,3.68,2020-07-26
2974,Seller_02974,Pune,Manipur,4.02,2024-12-20
2975,Seller_02975,Kolkata,Telangana,3.31,2020-06-30
2976,Seller_02976,Mumbai,Rajasthan,4.11,2021-05-13
2977,Seller_02977,Delhi,Assam,3.22,2020-04-14
2978,Seller_02978,Guwahati,Rajasthan,4.59,2025-07-03
2979,Seller_02979,Bengaluru,Karnataka,3.74,2021-05-29
2980,Seller_02980,Guwahati,Assam,4.55,2020-03-11
2981,Seller_02981,Imphal,Karnataka,3.3,2021-09-14
2982,Seller_02982,Chennai,Assam,4.89,2020-02-10
2983,Seller_02983,Delhi,Assam,3.55,2025-02-21
2984,Seller_02984,Kolkata,Rajasthan,2.99,2021-06-09
2985,Seller_02985,Chennai,Rajasthan,4.04,2021-05-29
2986,Seller_02986,Mumbai,Rajasthan,3.17,2023-04-28
2987,Seller_02987,Kolkata,Delhi,3.68,2022-01-20
2988,Seller_02988,Mumbai,Delhi,4.65,2020-07-01
2989,Seller_02989,Mumbai,Delhi,3.79,2022-11-14
2990,Seller_02990,Bengaluru,Maharashtra,4.53,2021-08-17
2991,Seller_02991,Guwahati,Rajasthan,4.81,2024-02-24
2992,Seller_02992,Pune,Maharashtra,3.74,2020-11-23
2993,Seller_02993,Pune,Rajasthan,4.59,2022-01-04
2994,Seller_02994,Delhi,Assam,4.33,2021-04-12
2995,Seller_02995,Pune,Delhi,3.61,2020-07-16
2996,Seller_02996,Pune,Maharashtra,4.91,2024-07-30
2997,Seller_02997,Guwahati,Delhi,4.32,2021-01-20
2998,Seller_02998,Guwahati,Delhi,3.17,2022-08-25
2999,Seller_02999,Hyderabad,Tamil Nadu,3.83,2025-10-15
3000,Seller_03000,Guwahati,Delhi,3.47,2020-06-22
3001,Seller_03001,Jaipur,Telangana,4.64,2021-10-11
3002,Seller_03002,Pune,Tamil Nadu,3.53,2022-11-13
3003,Seller_03003,Mumbai,West Bengal,4.6,2021-02-20
3004,Seller_03004,Hyderabad,Manipur,3.73,2024-12-04
3005,Seller_03005,Imphal,West Bengal,4.65,2024-05-29
3006,Seller_03006,Chennai,Assam,5.0,2024-10-13
3007,Seller_03007,Hyderabad,Delhi,4.27,2025-10-14
3008,Seller_03008,Mumbai,Assam,4.05,2025-02-10
3009,Seller_03009,Kolkata,West Bengal,3.33,2023-11-08
3010,Seller_03010,Imphal,Manipur,4.49,2021-05-16
3011,Seller_03011,Guwahati,Tamil Nadu,3.9,2020-02-25
3012,Seller_03012,Delhi,Assam,4.65,2025-01-30
3013,Seller_03013,Mumbai,Karnataka,3.6,2024-12-04
3014,Seller_03014,Guwahati,West Bengal,3.95,2025-09-05
3015,Seller_03015,Kolkata,Assam,4.29,2024-02-08
3016,Seller_03016,Imphal,Karnataka,4.42,2021-01-10
3017,Seller_03017,Jaipur,Rajasthan,3.36,2025-03-12
3018,Seller_03018,Chennai,Rajasthan,4.51,2025-01-14
3019,Seller_03019,Jaipur,Telangana,4.13,2022-03-25
3020,Seller_03020,Guwahati,Assam,4.46,2020-05-28
3021,Seller_03021,Mumbai,Assam,4.54,2021-01-05
3022,Seller_03022,Mumbai,Maharashtra,4.17,2024-01-16
3023,Seller_03023,Delhi,Maharashtra,5.0,2020-03-22
3024,Seller_03024,Bengaluru,West Bengal,4.44,2023-02-28
3025,Seller_03025,Delhi,Telangana,3.72,2020-07-10
3026,Seller_03026,Jaipur,Maharashtra,4.17,2023-01-13
3027,Seller_03027,Bengaluru,Maharashtra,3.19,2020-01-21
3028,Seller_03028,Kolkata,Assam,3.96,2020-10-27
3029,Seller_03029,Guwahati,Telangana,3.77,2024-09-14
3030,Seller_03030,Delhi,Telangana,4.64,2022-05-12
3031,Seller_03031,Delhi,Maharashtra,3.72,2024-01-26
3032,Seller_03032,Mumbai,Karnataka,3.43,2023-06-10
3033,Seller_03033,Imphal,Assam,4.29,2023-07-31
3034,Seller_03034,Chennai,West Bengal,4.13,2021-01-31
3035,Seller_03035,Bengaluru,West Bengal,4.53,2022-02-24
3036,Seller_03036,Delhi,Telangana,4.32,2020-09-08
3037,Seller_03037,Delhi,Assam,3.96,2021-01-03
3038,Seller_03038,Mumbai,Assam,4.51,2023-08-22
3039,Seller_03039,Kolkata,Delhi,3.84,2024-10-27
3040,Seller_03040,Kolkata,Delhi,3.48,2024-07-18
3041,Seller_03041,Chennai,Tamil Nadu,4.56,2023-06-10
3042,Seller_03042,Jaipur,West Bengal,4.39,2021-11-21
3043,Seller_03043,Mumbai,Assam,3.86,2022-07-28
3044,Seller_03044,Kolkata,Telangana,4.36,2022-10-13
3045,Seller_03045,Guwahati,Karnataka,4.1,2024-08-08
3046,Seller_03046,Kolkata,Tamil Nadu,3.45,2022-07-08
3047,Seller_03047,Delhi,Telangana,3.81,2024-06-12
3048,Seller_03048,Mumbai,Delhi,3.52,2022-10-15
3049,Seller_03049,Pune,Rajasthan,3.6,2021-07-06
3050,Seller_03050,Mumbai,West Bengal,4.45,2020-06-07
3051,Seller_03051,Chennai,Maharashtra,3.24,2023-10-30
3052,Seller_03052,Mumbai,Manipur,3.66,2022-02-10
3053,Seller_03053,Delhi,Rajasthan,3.99,2023-05-17
3054,Seller_03054,Kolkata,Telangana,3.67,2022-05-12
3055,Seller_03055,Chennai,Tamil Nadu,4.84,2024-03-18
3056,Seller_03056,Bengaluru,Manipur,4.57,2022-09-21
3057,Seller_03057,Delhi,Karnataka,3.85,2021-02-23
3058,Seller_03058,Hyderabad,Maharashtra,4.42,2022-08-02
3059,Seller_03059,Imphal,West Bengal,5.0,2022-06-21
3060,Seller_03060,Delhi,Karnataka,4.9,2025-12-25
3061,Seller_03061,Jaipur,Rajasthan,4.55,2024-12-01
3062,Seller_03062,Mumbai,Rajasthan,2.97,2025-02-01
3063,Seller_03063,Hyderabad,Karnataka,3.38,2024-03-15
